###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58563.296433  16.091  0.037  1329   50 o  0   1.03  95.12419 -25.04329  8034.45  5323.23 3.23 2.96  -2.1 -0.418 18.27 19.05 01a58563o0177o
58563.305600  16.056  0.038  1373   52 o  0   0.99  95.12419 -25.04329  8053.13  5362.62 2.97 2.82   0.4 -0.446 18.30 19.00 01a58563o0196o
58563.314481  16.052  0.033  1378   45 o  0   1.60  95.12419 -25.04329  7999.69  5286.26 3.21 2.90  -0.5 -0.416 18.19 18.93 01a58563o0215o
58563.323629  16.099  0.045  1319   59 o  0   0.92  95.12419 -25.04329  7984.26  5403.54 3.25 3.05  -5.0 -0.415 18.07 18.86 01a58563o0234o
58565.296403  15.786  0.013  1761   23 o  0   2.14  95.12419 -25.04329  2469.51  1298.50 2.23 2.08 -83.7 -0.458 19.02 19.65 02a58565o0180o
58565.303324  15.768  0.013  1790   24 o  0   2.11  95.12419 -25.04329  2435.23  1257.86 2.16 2.01 -65.4 -0.474 18.96 19.51 02a58565o0195o
58565.310207  15.747  0.014  1825   25 o  0   1.22  95.12419 -25.04329  2506.95  1337.36 2.29 2.12 -72.0 -0.461 18.87 19.41 02a58565o0210o
58565.317114  15.755  0.014  1811   25 o  0   1.88  95.12419 -25.04329  2524.93  1220.21 2.24 2.08 -82.7 -0.459 18.85 19.33 02a58565o0225o
58567.251585  15.925  0.144  1549  224 o  0   1.44  95.12419 -25.04329 10090.42  9222.35 2.68 2.47  16.2 -0.509 16.14 17.72 01a58567o0079o
58567.259496  16.553  1.273   869 1106 o  0   0.75  95.12419 -25.04329 10110.72  9262.42 2.64 2.51  57.6 -0.531 14.78 16.42 01a58567o0096o
58567.262770  17.158  2.800   498 1394 o  0   1.37  95.12419 -25.04329   610.82  9357.40 2.55 2.32 -61.0 -0.572 14.68 16.29 01a58567o0103o
58567.267402 -14.632  1.686 -5095 8591 o  0   1.09  95.12419 -25.04329 10055.41  9183.32 2.62 2.49  63.6 -0.475 12.33 14.06 01a58567o0113o
58567.270667  14.709  1.714  4748 8139 o  0   1.04  95.12419 -25.04329   629.81  9393.97 2.52 2.34 -60.0 -0.498 12.39 14.10 01a58567o0120o
58567.275287  15.859  0.186  1647  307 o  0   0.97  95.12419 -25.04329 10040.25  9300.67 2.61 2.47  58.0 -0.532 16.14 17.78 01a58567o0130o
58567.278513  16.345  0.229  1052  241 o  0   1.51  95.12419 -25.04329   576.20  9316.34 2.56 2.32 -53.7 -0.548 16.23 17.88 01a58567o0137o
58567.286383  15.937  0.097  1532  148 o  0   1.11  95.12419 -25.04329   559.52  9434.63 2.68 2.45 -57.4 -0.531 16.84 18.48 01a58567o0154o
58569.263557  15.932  0.012  1540   19 o  0   1.76  95.12419 -25.04329  4444.80  5211.92 2.35 2.23 -78.5 -0.453 19.28 20.54 02a58569o0105o
58569.270054  15.865  0.012  1637   19 o  0   2.21  95.12419 -25.04329  4428.38  5172.90 2.34 2.21 -77.5 -0.450 19.26 20.55 02a58569o0119o
58569.277447  15.828  0.010  1693   18 o  0   2.16  95.12419 -25.04329  4482.49  5250.66 2.52 2.04 -52.5 -0.450 19.19 20.55 02a58569o0135o
58569.284373  15.774  0.011  1780   20 o  0   1.86  95.12419 -25.04329  4519.30  5133.29 2.49 2.20 -59.4 -0.439 19.23 20.54 02a58569o0150o
58573.260055  16.026  0.012  1412   17 c  0   2.23  95.12419 -25.04329  8887.04  7139.41 2.93 2.48  49.3 -0.387 19.40 21.19 02a58573o0088c
58573.267975  15.949  0.011  1515   17 c  0   1.96  95.12419 -25.04329  8870.01  7102.38 2.81 2.56  53.7 -0.396 19.41 21.16 02a58573o0105c
58573.275476  15.857  0.011  1649   18 c  0   1.93  95.12419 -25.04329  8923.69  7179.17 2.84 2.61  59.4 -0.393 19.39 21.13 02a58573o0121c
58573.282954  15.778  0.011  1774   19 c  0   2.75  95.12419 -25.04329  8941.94  7062.89 2.81 2.60  57.5 -0.394 19.39 21.13 02a58573o0137c
58575.248165  15.852  0.014  1657   24 o  0   1.44  95.12419 -25.04329  5492.27  1469.77 4.12 2.95  -1.8 -0.410 18.82 20.19 01a58575o0067o
58575.257031  15.861  0.016  1643   26 o  0   0.99  95.12419 -25.04329  5514.01  1508.03 3.60 2.93  -4.5 -0.428 18.92 20.16 01a58575o0086o
58575.265899  15.888  0.016  1602   26 o  0   1.03  95.12419 -25.04329  5461.04  1430.28 3.73 2.94  -4.0 -0.417 18.87 20.22 01a58575o0105o
58575.274690  15.931  0.014  1540   22 o  0   1.42  95.12419 -25.04329  5444.31  1547.92 3.13 2.82  -6.7 -0.438 18.89 20.12 01a58575o0124o
58577.262040  16.067  0.012  1360   17 c  0   1.42  95.12419 -25.04329  6284.77  1335.85 2.54 2.38 -86.5 -0.391 19.44 21.11 02a58577o0090c
58577.270467  16.005  0.012  1439   17 c  0   2.83  95.12419 -25.04329  6267.91  1297.23 2.69 2.51 -77.1 -0.387 19.34 21.04 02a58577o0108c
58577.278514  15.884  0.012  1608   19 c  0   1.63  95.12419 -25.04329  6322.24  1375.72 2.62 2.46 -78.6 -0.390 19.35 20.99 02a58577o0125c
58577.286981  15.821  0.010  1705   18 c  0   2.66  95.12419 -25.04329  6342.28  1257.63 2.73 2.47 -62.9 -0.394 19.30 20.94 02a58577o0143c
58579.241464  15.767  0.015  1791   26 o  0   1.14  95.12419 -25.04329  4258.32  7294.25 4.38 3.87 -17.4 -0.331 18.68 20.34 01a58579o0015o
58579.249970  15.823  0.013  1701   23 o  0   1.37  95.12419 -25.04329  4282.08  7333.44 3.65 3.27  -5.6 -0.356 18.87 20.36 01a58579o0033o
58579.257963  15.831  0.014  1689   24 o  0   1.14  95.12419 -25.04329  4229.63  7256.24 3.60 3.22  -8.9 -0.371 18.85 20.36 01a58579o0050o
58579.266384  15.864  0.014  1638   23 o  0   1.22  95.12419 -25.04329  4214.30  7372.16 3.57 3.32  -6.4 -0.376 18.88 20.37 01a58579o0068o
58581.244002  16.143  0.016  1266   20 c  0   1.59  95.12419 -25.04329  3022.25  9071.42 2.93 2.34  52.0 -0.357 19.24 20.63 02a58581o0049c
58581.253950  16.101  0.014  1317   18 c  0   2.18  95.12419 -25.04329  3004.64  9032.42 2.82 2.38  49.5 -0.368 19.26 20.65 02a58581o0069c
58581.263184  16.113  0.015  1302   19 c  0   1.91  95.12419 -25.04329  3058.64  9109.04 2.83 2.39  55.0 -0.367 19.24 20.67 02a58581o0088c
58581.272272  16.023  0.013  1415   18 c  0   2.04  95.12419 -25.04329  3078.81  8992.73 2.76 2.35  55.9 -0.370 19.27 20.68 02a58581o0107c
58583.233761  15.795  0.016  1746   28 o  0   1.43  95.12419 -25.04329  7502.84  3390.29 3.53 3.04  -4.2 -0.400 18.68 19.75 01a58583o0034o
58583.241273  15.782  0.014  1767   25 o  0   1.30  95.12419 -25.04329  7520.72  3427.66 3.50 3.03  -3.0 -0.397 18.89 20.04 01a58583o0050o
58583.251193  15.818  0.016  1709   28 o  0   1.16  95.12419 -25.04329  7468.10  3349.93 3.62 3.20  -5.2 -0.391 18.80 20.00 01a58583o0071o
58583.261064  15.840  0.016  1675   26 o  0   1.16  95.12419 -25.04329  7451.45  3466.39 3.62 3.24  -6.3 -0.394 18.77 19.99 01a58583o0092o
58589.242521  16.103  0.021  1315   27 o  0   1.47  95.12419 -25.04329  1103.80  7138.19 2.19 1.96  47.6 -0.440 18.67 19.13 02a58589o0006o
58589.249605  16.043  0.021  1390   30 o  0   1.54  95.12419 -25.04329  1123.90  7021.10 2.15 2.02  48.4 -0.438 18.70 19.12 02a58589o0021o
58591.230307  15.765  0.054  1795   97 o  0   1.28  95.12419 -25.04329  8095.74  7261.84 3.02 2.95  12.2 -0.457 17.84 18.56 01a58591o0020o
58591.233712  15.679  0.046  1942   88 o  0   1.05  95.12419 -25.04329  8114.34  7300.41 3.19 3.17 -72.4 -0.434 17.96 18.78 01a58591o0027o
58591.238882  15.750  0.033  1819   60 o  0   1.58  95.12419 -25.04329  8059.86  7222.83 2.94 2.91  28.8 -0.447 18.13 18.89 01a58591o0038o
58591.246013  15.759  0.038  1805   69 o  0   1.28  95.12419 -25.04329  8043.76  7338.68 2.97 2.92  10.5 -0.446 18.07 18.88 01a58591o0053o
58595.229767  15.768  0.046  1789   82 o  0   1.29  95.12419 -25.04329   534.14  5457.69 3.43 2.86 -12.5 -0.442 17.63 18.40 01a58595o0022o
58595.234036  15.722  0.021  1868   40 o  0   1.52  95.12419 -25.04329   552.16  5493.58 3.13 2.69 -13.4 -0.449 18.47 19.44 01a58595o0031o
58595.240638  15.740  0.013  1836   25 o  0   1.67  95.12419 -25.04329   497.34  5415.93 3.18 2.81 -14.9 -0.437 18.93 20.28 01a58595o0045o
58595.249677  15.762  0.013  1800   24 o  0   1.21  95.12419 -25.04329   482.05  5531.95 3.25 2.87 -10.5 -0.435 18.98 20.45 01a58595o0064o
58597.231968  16.038  0.032  1396   44 o  0   1.82  95.12419 -25.04329  8112.45  1330.59 2.31 2.06 -59.0 -0.431 17.88 18.02 02a58597o0021o
58597.235709  16.039  0.023  1394   32 o  0   1.37  95.12419 -25.04329  8078.03  1290.50 2.23 1.92 -54.6 -0.444 18.43 18.98 02a58597o0029o
58597.240506  16.068  0.018  1357   24 o  0   1.16  95.12419 -25.04329  8148.59  1366.32 2.17 1.92 -53.8 -0.455 18.94 19.77 02a58597o0039o
58597.246182  16.031  0.014  1405   20 o  0   1.88  95.12419 -25.04329  8166.49  1248.77 2.49 2.21 -55.6 -0.417 19.03 20.11 02a58597o0051o
58735.605454  -3.468  0.127 88590842008 11263692770 o  0   1.33  95.12419 -25.04329  9744.72  1793.45 2.86 2.65 -51.5 -0.352 -2.89 -1.38 01a58735o0801o
58735.608499  -1.411  0.759 13313009707 10111146613 o  0   1.10  95.12419 -25.04329  9726.34  1753.22 3.31 3.09 -53.3 -0.334 -2.96 -1.23 01a58735o0807o
58735.615054  16.141  0.020  1269   25 o  0   1.48  95.12419 -25.04329  9783.87  1831.03 2.97 2.77 -39.6 -0.342 18.37 19.86 01a58735o0821o
58735.628932  16.084  0.015  1338   21 o  0   1.06  95.12419 -25.04329  9805.54  1712.68 3.29 3.13 -62.2 -0.328 19.04 20.41 01a58735o0850o
58737.580307  15.762  0.014  1800   26 o  0   1.88  95.12419 -25.04329  5910.47  3021.57 2.42 1.83  36.0 -0.435 18.91 19.66 02a58737o0788o
58737.583273  15.771  0.013  1785   22 o  0   3.05  95.12419 -25.04329  5930.15  3060.28 2.48 1.88  36.6 -0.434 19.02 19.76 02a58737o0794o
58737.588708  15.751  0.013  1818   23 o  0   2.52  95.12419 -25.04329  5872.18  2982.34 2.57 1.91  36.5 -0.433 19.08 20.00 02a58737o0805o
58737.598113  15.762  0.011  1800   20 o  0   3.34  95.12419 -25.04329  5851.77  3097.42 2.67 2.08  38.1 -0.415 19.24 20.31 02a58737o0824o
58745.587726  15.752  0.019  1816   35 o  0   1.41  95.12419 -25.04329  2680.98  6698.87 2.65 2.01  32.9 -0.379 18.36 18.76 02a58745o0808o
58745.591433  15.729  0.017  1856   32 o  0   1.47  95.12419 -25.04329  2700.05  6737.47 2.72 2.11  33.0 -0.374 18.38 18.90 02a58745o0816o
58745.597044  15.737  0.018  1842   34 o  0   1.09  95.12419 -25.04329  2643.04  6659.73 2.66 2.07  31.9 -0.376 18.48 18.96 02a58745o0828o
58745.608133  15.775  0.020  1778   36 o  0   1.21  95.12419 -25.04329  2621.92  6775.61 2.70 1.98  33.4 -0.368 18.47 18.98 02a58745o0851o
58751.600855  16.064  0.012  1362   16 o  0   1.16  95.12419 -25.04329   648.42  5758.08 2.18 1.79  81.4 -0.412 19.64 20.72 01a58751o0839o
58751.604585  16.047  0.010  1384   14 o  0   3.40  95.12419 -25.04329   628.44  5719.51 2.10 1.75  83.2 -0.418 19.69 20.76 01a58751o0847o
58751.611053  16.099  0.013  1320   17 o  0   1.19  95.12419 -25.04329   686.71  5799.85 2.62 2.05  82.1 -0.399 19.49 20.74 01a58751o0861o
58751.622741  16.085  0.012  1336   15 o  0   1.49  95.12419 -25.04329   706.88  5685.51 2.38 1.80  80.2 -0.405 19.66 20.78 01a58751o0886o
58755.606269  16.064  0.011  1363   16 o  0   2.24  95.12419 -25.04329  2971.18 10169.20 2.34 2.15 -71.1 -0.403 19.37 20.42 01a58755o0592o
58755.609927  16.019  0.011  1420   16 o  0   2.68  95.12419 -25.04329  2945.02 10127.55 2.30 2.18 -64.5 -0.404 19.38 20.41 01a58755o0599o
58755.616862  16.064  0.012  1363   17 o  0   2.70  95.12419 -25.04329  3010.65 10209.94 2.35 2.07 -79.6 -0.416 19.37 20.40 01a58755o0613o
58755.628358  16.089  0.017  1332   23 o  0   1.72  95.12419 -25.04329  3027.77 10091.69 2.42 2.30 -44.3 -0.396 18.84 19.81 01a58755o0637o
58761.627427  15.903  0.015  1581   24 c  0   8.31  95.12419 -25.04329  7366.62 10511.65 3.01 2.58 -52.9 -0.413 19.62 21.48 02a58761o0543c
58761.641193  15.801  0.013  1736   22 c  0   4.30  95.12419 -25.04329  7326.94 10470.42 2.76 2.48  52.8 -0.402 19.11 20.39 02a58761o0571c
58763.538544  15.799  0.027  1739   48 o  0   1.54  95.12419 -25.04329  3818.27  3572.91 2.46 2.33  53.2 -0.400 18.06 19.31 01a58763o0724o
58763.541803  15.873  0.024  1625   39 o  0   1.07  95.12419 -25.04329  3799.72  3534.48 2.48 2.38  39.0 -0.393 18.39 19.64 01a58763o0731o
58763.546982  15.818  0.022  1710   38 o  0   1.02  95.12419 -25.04329  3856.80  3612.58 2.48 2.42  62.5 -0.405 18.36 19.65 01a58763o0742o
58763.561759  15.937  0.045  1532   69 o  0   1.77  95.12419 -25.04329  3872.15  3498.58 2.31 2.11   3.1 -0.402 17.43 18.63 01a58763o0773o
58765.587438  15.775  0.009  1778   16 c  0   2.32  95.12419 -25.04329  7988.67  4879.59 2.58 2.32  38.8 -0.383 19.64 21.35 02a58765o0816c
58765.590256  15.770  0.009  1787   16 c  0   3.16  95.12419 -25.04329  8006.60  4919.02 2.53 2.33  37.8 -0.384 19.64 21.35 02a58765o0822c
58765.595793  15.744  0.009  1830   16 c  0   2.79  95.12419 -25.04329  7952.67  4837.06 2.46 2.31  44.8 -0.387 19.67 21.40 02a58765o0834c
58765.605983  15.717  0.009  1876   17 c  0   2.57  95.12419 -25.04329  7930.47  4956.14 2.52 2.31  39.9 -0.385 19.65 21.45 02a58765o0855c
58769.512547  16.149  0.035  1260   44 o  0   0.93  95.12419 -25.04329  8001.06  4880.83 2.96 2.48  29.0 -0.370 18.04 18.51 02a58769o0697o
58769.515821  16.060  0.029  1368   40 o  0   1.48  95.12419 -25.04329  8020.21  4919.78 3.04 2.51  33.3 -0.381 18.04 18.55 02a58769o0704o
58769.521467  16.087  0.030  1334   40 o  0   1.09  95.12419 -25.04329  7962.56  4841.22 2.94 2.34  33.4 -0.413 18.12 18.58 02a58769o0716o
58769.531702  16.160  0.025  1247   31 o  0   1.84  95.12419 -25.04329  7940.95  4956.41 2.91 2.35  35.3 -0.382 18.16 18.64 02a58769o0738o
58771.531378  15.761  0.015  1801   28 o  0   1.48  95.12419 -25.04329  8924.82  9872.14 2.34 2.27 -39.0 -0.359 18.58 18.98 01a58771o0718o
58771.535079  15.776  0.014  1776   24 o  0   1.57  95.12419 -25.04329  8906.55  9833.86 2.26 2.19  76.2 -0.359 18.67 19.01 01a58771o0726o
58771.545210  15.798  0.018  1741   31 o  0   1.34  95.12419 -25.04329  8963.65  9909.15 3.09 2.81 -10.9 -0.306 18.32 18.96 01a58771o0747o
58771.552266  15.831  0.019  1689   31 o  0   1.54  95.12419 -25.04329  8985.54  9790.56 2.70 2.57  -6.7 -0.332 18.40 18.80 01a58771o0761o
58775.558690  15.367  0.170  2590  441 o  0   1.32  95.12419 -25.04329  8934.27  9870.74 2.49 2.24 -86.2 -0.344 15.42 15.31 01a58775o0742o
58775.562378  16.440  0.584   964  563 o  0   1.55  95.12419 -25.04329  8914.71  9831.88 2.47 2.39  72.0 -0.372 14.82 14.65 01a58775o0750o
58775.568873  16.682  0.947   771  730 o  0   1.01  95.12419 -25.04329  8973.16  9909.99 2.72 2.26  87.6 -0.387 14.83 14.82 01a58775o0763o
58775.584634  15.768  0.169  1790  303 o  0   1.44  95.12419 -25.04329  8992.87  9789.60 3.14 2.93  82.1 -0.423 16.09 16.27 01a58775o0796o
58777.586206  16.012  0.013  1430   18 o  0   2.57  95.12419 -25.04329  6917.29  8938.64 2.12 1.98 -66.8 -0.440 19.42 20.22 02a58777o0778o
58777.589469  16.005  0.013  1439   18 o  0   2.34  95.12419 -25.04329  6933.57  8981.37 2.22 1.93  42.4 -0.425 19.38 20.23 02a58777o0785o
58777.595979  15.918  0.012  1559   18 o  0   3.90  95.12419 -25.04329  6874.33  8902.65 2.08 1.97 -67.2 -0.443 19.41 20.22 02a58777o0799o
58777.608762  15.835  0.012  1683   20 o  0   3.70  95.12419 -25.04329  6852.31  9018.53 2.22 1.94  42.7 -0.429 19.34 20.18 02a58777o0826o
58779.549740  15.806  0.010  1728   17 o  0   3.45  95.12419 -25.04329  6639.16  7448.93 2.18 1.95 -83.7 -0.418 19.50 20.53 01a58779o0783o
58779.553870  15.777  0.010  1776   17 o  0   2.27  95.12419 -25.04329  6620.22  7410.45 2.16 1.96 -78.7 -0.412 19.49 20.57 01a58779o0791o
58779.561000  15.810  0.009  1722   16 o  0   4.03  95.12419 -25.04329  6677.64  7487.62 2.17 1.98 -81.8 -0.416 19.51 20.61 01a58779o0805o
58779.572993  15.829  0.010  1692   16 o  0   3.32  95.12419 -25.04329  6697.59  7371.83 2.30 1.93 -84.9 -0.417 19.48 20.64 01a58779o0829o
58783.528500  15.777  0.010  1774   17 o  0   3.30  95.12419 -25.04329  6635.19  7450.39 2.35 1.99  88.8 -0.415 19.51 20.66 01a58783o0581o
58783.532196  15.748  0.010  1824   18 o  0   2.95  95.12419 -25.04329  6616.62  7412.91 2.29 1.94  88.4 -0.422 19.47 20.65 01a58783o0589o
58783.538215  15.747  0.009  1825   17 o  0   2.88  95.12419 -25.04329  6675.70  7490.46 2.28 1.92 -89.8 -0.418 19.51 20.71 01a58783o0602o
58783.549354  15.788  0.010  1757   17 o  0   2.56  95.12419 -25.04329  6696.38  7374.08 2.24 1.92  89.8 -0.423 19.53 20.76 01a58783o0626o
58787.535628  15.801  0.010  1736   18 o  0   3.48  95.12419 -25.04329  5982.52  3971.51 2.27 2.23  66.5 -0.375 19.39 20.80 01a58787o0745o
58787.541191  15.758  0.010  1807   18 o  0   2.78  95.12419 -25.04329  5964.35  3932.70 2.34 2.24  10.6 -0.374 19.49 20.89 01a58787o0757o
58787.544820  15.758  0.009  1806   16 o  0   4.08  95.12419 -25.04329  6015.69  4007.81 2.21 2.15  72.5 -0.387 19.58 20.93 01a58787o0764o
58787.555203  15.774  0.013  1780   24 o  0   1.70  95.12419 -25.04329  6041.81  3894.97 2.15 1.97  88.1 -0.395 19.01 20.24 01a58787o0786o
58789.509263  15.972  0.011  1484   16 c  0   2.84  95.12419 -25.04329  2779.51  8643.91 2.43 2.35  18.3 -0.386 19.56 21.28 02a58789o0601c
58789.512467  15.995  0.011  1452   16 c  0   2.71  95.12419 -25.04329  2797.75  8682.73 2.44 2.36  20.2 -0.379 19.56 21.29 02a58789o0608c
58789.518936  16.031  0.012  1405   17 c  0   1.43  95.12419 -25.04329  2742.00  8602.82 2.48 2.30 -51.3 -0.394 19.56 21.32 02a58789o0622c
58789.529107  16.092  0.012  1328   16 c  0   1.33  95.12419 -25.04329  2718.94  8722.21 2.49 2.44  27.9 -0.378 19.60 21.40 02a58789o0644c
58791.523329  15.821  0.010  1704   17 o  0   2.67  95.12419 -25.04329  5982.35  3970.26 2.43 2.21  84.3 -0.375 19.43 20.71 01a58791o0586o
58791.526554  15.817  0.010  1711   18 o  0   2.97  95.12419 -25.04329  5962.04  3931.14 2.40 2.02  86.0 -0.384 19.42 20.65 01a58791o0593o
58791.532109  15.809  0.011  1723   19 o  0   2.63  95.12419 -25.04329  6020.87  4009.83 2.08 2.00 -85.8 -0.392 19.27 20.43 01a58791o0605o
58791.542334  15.787  0.014  1758   25 o  0   1.72  95.12419 -25.04329  6040.36  3894.34 2.30 2.17  79.6 -0.395 19.00 20.20 01a58791o0627o
58795.501753  15.967  0.013  1490   19 o  0   2.43  95.12419 -25.04329  8739.46  5882.51 2.26 1.92 -89.9 -0.424 19.22 19.85 01a58795o0632o
58795.505884  15.969  0.014  1487   21 o  0   1.63  95.12419 -25.04329  8720.22  5843.52 2.55 1.89 -89.2 -0.421 19.16 19.87 01a58795o0640o
58795.511902  15.884  0.013  1609   20 o  0   2.30  95.12419 -25.04329  8779.54  5919.95 2.57 1.93 -89.3 -0.428 19.17 19.92 01a58795o0653o
58795.524404  15.778  0.012  1774   21 o  0   2.10  95.12419 -25.04329  8800.18  5803.60 2.76 2.12 -89.7 -0.409 19.12 19.98 01a58795o0680o
58797.504184  15.932  0.015  1539   24 o  0   1.27  95.12419 -25.04329  9851.90  2878.22 2.16 1.86 -59.3 -0.440 18.85 19.34 02a58797o0679o
58797.507504  15.934  0.015  1536   23 o  0   1.43  95.12419 -25.04329  9871.36  2916.74 2.26 1.91 -60.2 -0.430 18.88 19.35 02a58797o0686o
58797.513125  15.945  0.015  1521   23 o  0   1.04  95.12419 -25.04329  9811.19  2840.10 2.21 1.88 -53.9 -0.428 18.89 19.39 02a58797o0698o
58797.523104  15.994  0.016  1454   23 o  0   1.51  95.12419 -25.04329  9788.69  2958.53 2.09 1.79 -58.3 -0.440 18.98 19.41 02a58797o0719o
58799.513682  15.907  0.018  1575   28 o  0   1.44  95.12419 -25.04329  8739.67  5883.32 2.48 1.94 -89.7 -0.427 18.69 18.92 01a58799o0683o
58799.516919  15.914  0.018  1564   28 o  0   1.63  95.12419 -25.04329  8720.89  5844.40 2.49 1.93 -88.2 -0.436 18.69 18.93 01a58799o0690o
58799.522914  15.856  0.016  1650   27 o  0   1.46  95.12419 -25.04329  8779.64  5922.06 2.40 1.88 -89.4 -0.435 18.75 18.93 01a58799o0703o
58799.533558  15.829  0.016  1693   28 o  0   1.59  95.12419 -25.04329  8799.54  5805.05 2.57 1.98 -88.9 -0.424 18.67 18.96 01a58799o0726o
58801.545109  16.002  0.018  1442   26 o  0   2.71  95.12419 -25.04329   723.55  7675.75 2.25 1.91  29.0 -0.423 18.67 19.15 02a58801o0779o
58801.549001  16.029  0.018  1407   25 o  0   1.39  95.12419 -25.04329  9858.03  2919.39 2.15 1.93  17.8 -0.425 18.72 19.18 02a58801o0787o
58801.554328  16.052  0.017  1378   23 o  0   2.55  95.12419 -25.04329   762.71  7714.41 2.10 1.98  18.7 -0.443 18.68 19.15 02a58801o0798o
58801.569011  16.089  0.018  1331   24 o  0   1.54  95.12419 -25.04329   779.46  7600.18 2.16 1.96  34.2 -0.434 18.72 19.15 02a58801o0829o
58803.539937  15.828  0.014  1694   23 o  0   2.20  95.12419 -25.04329  4728.72  8535.80 2.27 1.92 -80.2 -0.434 19.11 19.59 01a58803o0325o
58803.543634  15.817  0.013  1711   22 o  0   1.43  95.12419 -25.04329  4747.54  8574.81 2.26 1.89 -83.2 -0.441 19.08 19.58 01a58803o0333o
58803.548993  15.789  0.011  1755   20 o  0   2.38  95.12419 -25.04329  5926.52  2069.15 2.23 1.85  80.9 -0.403 19.05 19.57 01a58803o0344o
58803.566812  15.793  0.013  1750   22 o  0   1.97  95.12419 -25.04329  4664.55  8609.83 2.07 1.78 -72.9 -0.433 19.12 19.55 01a58803o0381o
58807.522301  15.966  0.011  1491   16 o  0   5.51  95.12419 -25.04329  5892.68  2033.78 2.00 1.92 -81.4 -0.395 19.62 20.64 01a58807o0371o
58807.525528  15.924  0.010  1550   16 o  0   3.41  95.12419 -25.04329  5872.53  1994.37 2.21 1.85  80.7 -0.399 19.50 20.62 01a58807o0378o
58807.531748  15.876  0.011  1620   17 o  0   1.97  95.12419 -25.04329  4684.96  8495.88 2.40 2.03 -80.2 -0.425 19.44 20.63 01a58807o0391o
58807.544653  15.816  0.009  1713   16 o  0   3.97  95.12419 -25.04329  4663.96  8611.07 2.36 1.96 -82.1 -0.425 19.49 20.64 01a58807o0418o
58811.549746  15.806  0.010  1728   17 o  0   2.75  95.12419 -25.04329  1743.59  2758.49 2.20 1.76  79.8 -0.430 19.62 20.92 01a58811o0478o
58811.553026  15.823  0.009  1701   16 o  0   3.62  95.12419 -25.04329  1765.21  2795.90 2.11 1.72  77.1 -0.429 19.65 20.91 01a58811o0485o
58811.559517  15.805  0.010  1729   17 o  0   1.77  95.12419 -25.04329  1705.88  2717.63 2.03 1.79  74.3 -0.422 19.63 20.84 01a58811o0499o
58811.570189  15.777  0.009  1775   16 o  0   3.83  95.12419 -25.04329  1688.02  2834.14 2.17 1.78  78.0 -0.423 19.59 20.84 01a58811o0522o
58813.577330  16.072  0.011  1352   15 c  0   2.00  95.12419 -25.04329  4520.94  5602.15 2.58 2.31  45.7 -0.383 19.69 21.67 02a58813o0392c
58813.580570  16.099  0.011  1320   15 c  0   3.08  95.12419 -25.04329  4501.76  5563.68 2.57 2.29  46.6 -0.384 19.73 21.66 02a58813o0399c
58813.586597  16.113  0.011  1302   14 c  0   4.03  95.12419 -25.04329  4559.30  5642.37 2.61 2.34  47.2 -0.380 19.69 21.63 02a58813o0412c
58813.597289  16.114  0.011  1301   15 c  0   3.55  95.12419 -25.04329  4579.33  5530.48 2.60 2.34  48.2 -0.380 19.64 21.55 02a58813o0435c
58815.491036  16.093  0.012  1327   16 o  0   1.96  95.12419 -25.04329  8842.63  7820.77 3.01 2.68  -6.2 -0.329 19.48 21.36 01a58815o0677o
58815.494262  16.117  0.012  1298   16 o  0   1.56  95.12419 -25.04329  8822.98  7782.26 3.20 2.73  -5.3 -0.325 19.44 21.36 01a58815o0684o
58815.500708  16.064  0.011  1363   16 o  0   1.72  95.12419 -25.04329  8883.12  7859.90 2.88 2.81 -41.4 -0.349 19.45 21.39 01a58815o0698o
58815.511319  16.051  0.011  1379   14 o  0   3.49  95.12419 -25.04329  8903.44  7742.97 2.46 2.28 -83.9 -0.394 19.67 21.37 01a58815o0720o
58817.591211  -2.101  0.369 25145786506 9284598095 c  0   1.38  95.12419 -25.04329  4499.73  5562.29 2.94 2.58  38.5 -0.370 -2.95 -1.27 02a58817o0581c
58817.596392  14.565  0.365  5420 1979 c  0   0.99  95.12419 -25.04329  4558.28  5644.54 3.33 2.72  40.1 -0.347 14.10 15.85 02a58817o0592c
58817.606205  16.185  0.034  1219   42 c  0   1.48  95.12419 -25.04329  4578.31  5528.63 2.92 2.60  41.0 -0.355 18.55 20.45 02a58817o0613c
58819.481620  16.085  0.013  1336   17 o  0   1.23  95.12419 -25.04329  1884.77  3653.55 2.33 2.06  72.8 -0.408 19.52 20.80 01a58819o0600o
58819.485352  16.138  0.126  1274  160 o  0   1.26  95.12419 -25.04329  1864.78  3614.56 2.23 1.95  76.9 -0.430 16.95 18.13 01a58819o0608o
58819.490639  16.095  0.061  1324   81 o  0   1.15  95.12419 -25.04329  8683.64  6857.13 2.66 1.96 -85.6 -0.422 17.27 18.56 01a58819o0619o
58819.502108  15.504  0.803  2282 1832 o  0   1.42  95.12419 -25.04329  8669.03  6969.12 2.45 2.12 -89.4 -0.442 16.14 17.59 01a58819o0643o
58821.497633  15.776  0.009  1777   16 o  0   9.16  95.12419 -25.04329  3668.21   590.82 1.91 1.84 -74.6 -0.457 19.70 21.07 02a58821o0629o
