###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57317.511342  15.947  0.017  1517   26 c  0   1.28  95.12419 -25.04329  7141.92 10402.94 4.96 4.13 -77.0 -0.414 19.21 21.12 02a57317o0443c
57317.532907  16.053  0.019  1376   26 c  0   1.10  95.12419 -25.04329  8567.08  8964.69 4.90 3.88 -86.8 -0.436 19.30 21.27 02a57317o0469c
57317.551779  16.067  0.018  1359   24 c  0   1.15  95.12419 -25.04329  8561.65  8967.73 4.86 3.92 -87.9 -0.430 19.32 21.32 02a57317o0494c
57321.536564  15.982  0.039  1470   57 o  0   1.02  95.12419 -25.04329  7071.90 10414.90 4.66 3.86 -79.8 -0.482 18.12 19.08 02a57321o0511o
57321.537843  16.092  0.055  1328   72 o  0   0.85  95.12419 -25.04329  9354.36   662.30 6.24 4.04  24.1 -0.409 18.08 19.01 02a57321o0513o
57321.565118  16.001  0.039  1444   56 o  0   1.48  95.12419 -25.04329  9344.90   668.01 6.23 3.76  22.9 -0.384 18.18 19.07 02a57321o0553o
57321.567916  16.061  0.039  1366   53 o  0   1.00  95.12419 -25.04329  7068.48 10416.99 4.54 3.72 -79.2 -0.492 18.21 19.16 02a57321o0557o
57321.594001  15.931  0.043  1540   66 o  0   1.16  95.12419 -25.04329  2163.51  1662.86 5.92 4.04 -23.6 -0.504 18.21 19.15 02a57321o0596o
57321.621314  15.965  0.037  1492   55 o  0   1.21  95.12419 -25.04329  2172.44  1664.39 5.95 4.05 -24.1 -0.504 18.25 19.24 02a57321o0637o
57329.560718  16.011  0.031  1431   45 o  0   1.38  95.12419 -25.04329  9392.54   691.77 6.11 4.02  21.9 -0.402 18.65 20.13 02a57329o0550o
57329.563462  16.021  0.028  1417   39 o  0   1.10  95.12419 -25.04329  7113.05 10445.69 4.43 3.72 -80.7 -0.492 18.72 20.13 02a57329o0554o
57329.589660  16.023  0.039  1416   56 o  0   1.18  95.12419 -25.04329  1356.05  9989.97 5.31 3.90 -65.1 -0.443 18.31 19.60 02a57329o0592o
57329.592404  15.916  0.045  1562   70 o  0   1.00  95.12419 -25.04329  3647.19   239.84 6.67 4.35 -11.2 -0.439 18.32 19.62 02a57329o0596o
57329.622244  15.942  0.040  1525   62 o  0   1.10  95.12419 -25.04329  2216.83  1686.86 6.43 4.33 -26.1 -0.485 18.37 19.64 02a57329o0639o
57329.650637  15.733  0.047  1848   87 o  0   1.07  95.12419 -25.04329  2216.77  1682.46 6.33 4.21 -24.9 -0.485 17.89 18.62 02a57329o0680o
57368.448487  16.039  0.021  1394   29 o  0   1.31  95.12419 -25.04329  9110.21   991.82 4.30 3.59  19.4 -0.496 19.18 20.87 02a57368o0421o
57368.458085  16.090  0.021  1331   27 o  0   1.05  95.12419 -25.04329  6551.20 10153.65 3.65 3.51  83.6 -0.437 19.24 20.90 02a57368o0436o
57368.464819  16.067  0.029  1359   39 o  0   1.09  95.12419 -25.04329  8810.64   398.25 4.58 3.72  14.9 -0.474 19.12 20.81 02a57368o0446o
57368.472868  16.035  0.022  1399   32 o  0   0.99  95.12419 -25.04329  9698.30  1587.17 4.34 3.76  28.7 -0.481 19.10 20.76 02a57368o0458o
57368.505212  15.967  0.021  1490   31 o  0   1.21  95.12419 -25.04329  3261.61   880.88 4.95 3.65 -18.6 -0.510 19.20 20.87 02a57368o0506o
57369.445523  16.038  0.022  1396   31 o  0   1.26  95.12419 -25.04329  9110.86   992.03 4.87 3.65  17.6 -0.490 19.07 20.75 02a57369o0232o
57369.456763  15.924  0.024  1550   37 o  0   1.50  95.12419 -25.04329  8807.90   398.77 4.58 3.32  16.0 -0.504 19.17 20.77 02a57369o0249o
57369.467154  15.797  0.020  1743   34 o  0   1.70  95.12419 -25.04329  4393.31   304.44 4.99 3.49  -7.5 -0.456 19.17 20.80 02a57369o0265o
57369.481900  15.749  0.016  1822   30 o  0   1.44  95.12419 -25.04329  1252.00  8867.08 4.26 3.53 -67.4 -0.463 19.18 20.83 02a57369o0287o
57369.496393  15.702  0.018  1902   35 o  0   1.52  95.12419 -25.04329  3261.78   883.09 4.94 3.56 -18.9 -0.558 19.25 20.93 02a57369o0308o
57370.440212  15.704  0.013  1899   25 c  0   1.58  95.12419 -25.04329  9108.07   992.19 5.05 4.19  18.6 -0.420 19.47 21.60 02a57370o0409c
57370.450802  15.684  0.019  1933   37 c  0   1.17  95.12419 -25.04329  8807.97   399.49 5.34 4.09  14.4 -0.419 19.45 21.61 02a57370o0425c
57370.461722  15.697  0.015  1911   28 c  0   1.54  95.12419 -25.04329  4389.58   304.02 5.35 3.96 -11.0 -0.477 19.55 21.61 02a57370o0442c
57370.476474  15.693  0.015  1918   29 c  0   1.26  95.12419 -25.04329  1246.53  8866.47 4.64 3.94 -64.9 -0.415 19.37 21.43 02a57370o0464c
57380.417786  15.924  0.039  1550   60 o  0   1.09  95.12419 -25.04329  9071.57  1000.80 4.45 3.40  19.6 -0.525 18.20 18.92 02a57380o0316o
57380.429541  16.205  0.067  1197   80 o  0   1.04  95.12419 -25.04329  8775.30   410.41 4.70 3.42  16.7 -0.508 18.21 18.94 02a57380o0333o
57380.439382  15.944  0.051  1522   78 o  0   1.00  95.12419 -25.04329  4211.19   539.23 5.05 3.61 -10.9 -0.514 18.20 18.89 02a57380o0348o
57380.454091  16.019  0.074  1420  106 o  0   1.12  95.12419 -25.04329  1055.62  9102.62 4.52 3.60 -67.2 -0.466 18.17 18.88 02a57380o0370o
57380.468871  16.090  0.054  1331   72 o  0   1.14  95.12419 -25.04329  3071.80  1115.29 5.32 3.86 -21.0 -0.523 18.15 18.87 02a57380o0392o
57388.352018  15.727  0.017  1859   32 o  0   1.31  95.12419 -25.04329  9099.33   992.08 4.61 3.72  22.5 -0.516 19.17 20.98 02a57388o0268o
57388.367059  15.715  0.015  1880   29 o  0   1.50  95.12419 -25.04329  6540.87 10155.62 3.80 3.58 -86.7 -0.462 19.26 21.01 02a57388o0291o
57388.369608  15.721  0.022  1869   41 o  0   1.39  95.12419 -25.04329  8800.51   403.23 4.45 3.64  18.3 -0.529 19.23 21.01 02a57388o0295o
57388.386522  15.790  0.016  1753   29 o  0   1.36  95.12419 -25.04329  9688.35  1597.03 4.32 3.61  34.2 -0.514 19.25 21.02 02a57388o0321o
57388.409840  15.832  0.016  1688   27 o  0   1.25  95.12419 -25.04329  7671.30  9596.93 3.83 3.45  83.3 -0.466 19.25 20.95 02a57388o0358o
57389.333427  15.807  0.033  1726   58 o  0   1.13  95.12419 -25.04329  9103.32   990.22 5.63 4.04  10.7 -0.423 18.79 20.55 02a57389o0099o
57389.362612  15.910  0.020  1570   31 o  0   1.25  95.12419 -25.04329  6540.55 10155.50 4.68 3.83   2.6 -0.397 18.87 20.58 02a57389o0144o
57389.367285  15.884  0.020  1608   32 o  0   1.29  95.12419 -25.04329  9692.30  1592.67 4.43 3.61  23.9 -0.491 18.98 20.55 02a57389o0151o
57390.330649  16.008  0.021  1435   30 c  0   1.05  95.12419 -25.04329  9103.27   990.76 4.53 3.96  20.5 -0.449 19.37 21.34 02a57390o0219c
57390.360025  16.075  0.017  1348   23 c  0   1.16  95.12419 -25.04329  6538.48 10157.23 4.10 4.00  69.8 -0.412 19.49 21.50 02a57390o0264c
57390.364666  16.064  0.016  1363   22 c  0   1.33  95.12419 -25.04329  9690.00  1594.50 4.38 3.80  26.6 -0.453 19.50 21.50 02a57390o0271c
57390.391589  16.041  0.014  1392   20 c  0   1.73  95.12419 -25.04329  7676.46  9593.55 3.86 3.62  83.0 -0.420 19.64 21.64 02a57390o0312c
57391.341147  16.105  0.049  1312   64 c  0   0.84  95.12419 -25.04329  8803.61   400.90 4.69 3.62  13.0 -0.464 19.48 21.46 02a57391o0240c
57391.353323  16.064  0.016  1363   22 c  0   1.22  95.12419 -25.04329  6539.60 10156.14 4.03 3.98  49.1 -0.423 19.52 21.53 02a57391o0259c
57391.358030  16.048  0.016  1383   22 c  0   1.45  95.12419 -25.04329  9691.15  1593.62 4.42 3.72  24.5 -0.460 19.54 21.53 02a57391o0266c
57391.387256  15.788  0.012  1757   20 c  0   2.23  95.12419 -25.04329  7674.14  9594.21 3.94 3.66  79.8 -0.417 19.62 21.62 02a57391o0311c
57392.345744  15.707  0.014  1894   26 c  0   1.31  95.12419 -25.04329  6500.03  9977.40 4.64 4.36  84.1 -0.392 19.30 21.38 02a57392o0153c
57392.350408  15.720  0.013  1871   25 c  0   1.43  95.12419 -25.04329  9635.25  1403.39 4.98 4.20  24.6 -0.436 19.33 21.36 02a57392o0160c
57392.379927  15.702  0.013  1902   24 c  0   1.24  95.12419 -25.04329  7583.77  9380.38 4.74 4.33  77.2 -0.384 19.34 21.46 02a57392o0205c
57397.367883  15.800  0.027  1737   47 c  0   1.14  95.12419 -25.04329  8678.60   195.82 4.66 3.66  14.9 -0.447 19.59 21.60 02a57397o0267c
57397.371402  15.816  0.013  1712   22 c  0   1.18  95.12419 -25.04329  6427.06  9956.47 3.94 3.75  77.2 -0.417 19.61 21.62 02a57397o0271c
57397.385291  15.879  0.014  1615   22 c  0   1.66  95.12419 -25.04329  9542.92  1376.36 4.22 3.67  25.7 -0.459 19.64 21.69 02a57397o0288c
57397.406737  15.987  0.015  1463   23 c  0   1.16  95.12419 -25.04329  3005.98  1067.00 4.98 3.79 -18.5 -0.466 19.67 21.77 02a57397o0313c
57404.383585  15.717  0.016  1876   31 o  0   1.74  95.12419 -25.04329  1634.70  9693.04 3.85 3.62 -75.1 -0.452 18.90 20.25 02a57404o0323o
57404.400563  15.759  0.017  1805   32 o  0   1.62  95.12419 -25.04329  1933.70 10285.85 3.78 3.73 -73.1 -0.423 18.91 20.27 02a57404o0351o
57404.403012  15.707  0.021  1893   39 o  0   1.35  95.12419 -25.04329  4202.39   537.57 4.65 3.42 -11.4 -0.535 18.96 20.34 02a57404o0355o
57404.417535  15.752  0.020  1817   36 o  0   1.04  95.12419 -25.04329  1043.46  9096.90 3.93 3.55 -70.3 -0.461 18.94 20.32 02a57404o0379o
57404.437146  15.800  0.020  1737   36 o  0   1.41  95.12419 -25.04329  3059.39  1109.26 4.65 3.46 -20.4 -0.540 18.98 20.38 02a57404o0411o
57405.383672  15.855  0.021  1653   34 o  0   1.53  95.12419 -25.04329  1635.41  9690.07 3.76 3.60 -81.1 -0.462 18.80 20.05 02a57405o0297o
57405.400620  15.887  0.023  1604   37 o  0   1.02  95.12419 -25.04329  1932.80 10282.62 3.83 3.68 -81.4 -0.435 18.76 19.99 02a57405o0325o
57405.403051  15.864  0.025  1638   41 o  0   1.61  95.12419 -25.04329  4201.29   534.37 4.86 3.55 -10.8 -0.535 18.77 20.06 02a57405o0329o
57405.417648  15.990  0.025  1459   37 o  0   1.32  95.12419 -25.04329  1042.55  9094.19 3.99 3.54 -70.2 -0.464 18.75 19.96 02a57405o0353o
57405.437079  15.991  0.029  1458   43 o  0   0.95  95.12419 -25.04329  3059.53  1105.36 4.90 3.64 -23.0 -0.526 18.73 19.99 02a57405o0385o
57406.355604  15.966  0.026  1491   39 o  0   0.99  95.12419 -25.04329  7381.07 10183.66 3.85 3.66  72.0 -0.442 18.68 19.84 02a57406o0134o
57406.357930  15.931  0.036  1540   55 o  0   1.31  95.12419 -25.04329  9682.69   432.30 4.08 3.46  28.2 -0.524 18.43 19.47 02a57406o0137o
57406.369909  16.013  0.028  1428   40 o  0   1.43  95.12419 -25.04329  9953.46  1028.61 4.73 3.72  27.3 -0.498 18.62 19.80 02a57406o0155o
57406.401919  16.002  0.028  1443   41 o  0   1.11  95.12419 -25.04329  3929.85  1113.81 4.59 3.52 -15.3 -0.532 18.69 19.86 02a57406o0203o
57406.411460  16.062  0.029  1366   39 o  0   1.22  95.12419 -25.04329  1957.11  9107.11 4.03 3.61 -67.8 -0.464 18.63 19.79 02a57406o0217o
57407.353070  16.028  0.030  1409   42 o  0   1.07  95.12419 -25.04329  7379.27 10185.43 3.81 3.57  77.9 -0.459 18.56 19.57 02a57407o0268o
57407.355211  16.106  0.036  1311   47 o  0   1.23  95.12419 -25.04329  9680.36   433.15 4.48 3.42  22.6 -0.520 18.55 19.55 02a57407o0271o
57407.367842  16.003  0.032  1442   46 o  0   1.17  95.12419 -25.04329  9951.26  1030.32 4.47 3.57  27.1 -0.509 18.53 19.54 02a57407o0290o
57407.400213  15.917  0.030  1560   47 o  0   1.14  95.12419 -25.04329  3930.29  1115.69 4.82 3.74 -15.8 -0.522 18.51 19.56 02a57407o0338o
57407.409845  15.841  0.029  1673   48 o  0   1.03  95.12419 -25.04329  1961.39  9108.29 4.05 3.66 -68.1 -0.455 18.50 19.53 02a57407o0352o
57410.341392  15.839  0.039  1677   66 o  0   1.52  95.12419 -25.04329  9681.95   433.97 4.18 3.50  22.7 -0.530 18.17 18.87 02a57410o0249o
57410.352975  16.002  0.048  1443   69 o  0   1.07  95.12419 -25.04329  3345.83   521.57 4.81 3.51 -15.3 -0.525 18.20 18.87 02a57410o0267o
57410.369145  15.919  0.042  1557   66 o  0   1.19  95.12419 -25.04329   760.81  9679.96 4.35 3.93 -69.1 -0.455 18.09 18.83 02a57410o0290o
57410.376070  15.919  0.043  1557   67 o  0   0.96  95.12419 -25.04329  3928.40  1115.86 4.70 3.69 -15.2 -0.507 18.13 18.82 02a57410o0301o
57410.394007  16.003  0.075  1441  108 o  0   1.20  95.12419 -25.04329  1960.58  9108.94 3.89 3.58 -74.2 -0.465 18.13 18.78 02a57410o0327o
57411.342575  15.965  0.057  1493   85 o  0   0.87  95.12419 -25.04329  9673.42   437.82 4.57 3.44  23.2 -0.545 18.12 18.79 02a57411o0249o
57411.345515  15.970  0.050  1486   75 o  0   0.85  95.12419 -25.04329  7369.35 10190.48 3.84 3.54  79.2 -0.479 18.16 18.83 02a57411o0253o
57411.355372  15.904  0.042  1579   66 o  0   1.17  95.12419 -25.04329  9944.71  1035.70 4.70 3.55  28.1 -0.544 18.12 18.81 02a57411o0268o
57411.377223  16.002  0.043  1443   62 o  0   1.57  95.12419 -25.04329  3919.42  1115.11 4.62 3.39 -12.4 -0.561 18.17 18.80 02a57411o0301o
57411.394555  15.935  0.076  1535  117 o  0   1.18  95.12419 -25.04329  1949.70  9106.84 3.98 3.57 -69.3 -0.468 18.14 18.75 02a57411o0327o
57412.342152  15.901  0.036  1584   56 o  0   1.01  95.12419 -25.04329  1021.56 10270.13 4.34 3.91 -65.8 -0.443 18.28 19.18 02a57412o0198o
57412.344786  15.954  0.039  1508   59 o  0   0.92  95.12419 -25.04329  7369.54 10191.09 4.05 3.74  79.0 -0.460 18.33 19.29 02a57412o0202o
57412.354504  15.865  0.034  1637   55 o  0   1.16  95.12419 -25.04329  9944.40  1034.85 4.63 3.60  27.2 -0.531 18.32 19.21 02a57412o0217o
57412.376398  15.711  0.033  1886   62 o  0   1.29  95.12419 -25.04329  3920.88  1115.11 5.01 3.64 -13.6 -0.550 18.32 19.18 02a57412o0250o
57412.393831  15.753  0.039  1814   70 o  0   1.22  95.12419 -25.04329  1949.26  9106.64 4.25 3.70 -66.8 -0.458 18.28 19.15 02a57412o0276o
57416.334321  16.026  0.020  1411   28 o  0   1.46  95.12419 -25.04329  7108.71  9954.36 3.76 3.59  73.1 -0.440 19.07 20.62 02a57416o0237o
57416.336914  16.098  0.031  1321   41 o  0   2.29  95.12419 -25.04329  1317.42 10494.03 3.83 3.76 -53.8 -0.439 19.07 20.57 02a57416o0241o
57416.348789  15.978  0.024  1475   35 o  0   1.33  95.12419 -25.04329  3333.15   166.91 4.97 3.46 -13.5 -0.537 19.11 20.62 02a57416o0258o
57416.350940  15.969  0.021  1487   32 o  0   1.46  95.12419 -25.04329  1042.46  9896.07 3.86 3.65 -71.9 -0.462 19.06 20.54 02a57416o0261o
57416.365705  15.813  0.018  1716   31 o  0   1.40  95.12419 -25.04329  2237.13  9326.91 3.73 3.58 -75.7 -0.447 18.96 20.35 02a57416o0282o
57416.379981  15.764  0.017  1797   30 o  0   1.85  95.12419 -25.04329  1954.14  9108.56 3.81 3.52 -73.2 -0.454 18.91 20.25 02a57416o0302o
57417.329844  15.758  0.018  1807   32 o  0   1.78  95.12419 -25.04329   908.16 10046.20 3.96 3.76 -69.3 -0.459 18.98 20.47 02a57417o0230o
57417.332414  15.760  0.019  1803   34 o  0   1.66  95.12419 -25.04329  3219.14   299.07 5.06 3.59 -14.1 -0.516 19.01 20.51 02a57417o0234o
57417.358189  15.683  0.017  1936   34 o  0   1.46  95.12419 -25.04329   139.05  1204.74 5.19 3.56 -35.5 -0.480 19.06 20.58 02a57417o0269o
57417.361416  15.747  0.016  1824   28 o  0   2.02  95.12419 -25.04329  1818.19  8887.91 3.86 3.56 -71.3 -0.452 19.06 20.56 02a57417o0273o
57417.376666  15.777  0.017  1775   30 o  0   1.52  95.12419 -25.04329  1959.68  9105.25 3.84 3.60 -77.6 -0.457 19.06 20.58 02a57417o0293o
57423.319947  15.923  0.015  1552   24 c  0   2.01  95.12419 -25.04329   721.35 10099.05 4.10 3.96  24.9 -0.408 19.43 21.37 02a57423o0180c
57423.322405  15.938  0.015  1530   24 c  0   1.80  95.12419 -25.04329  3029.45   349.51 4.83 3.75 -14.9 -0.471 19.47 21.41 02a57423o0184c
57423.335295  16.031  0.017  1404   24 c  0   1.16  95.12419 -25.04329   460.16  9512.68 4.11 4.09  68.4 -0.406 19.44 21.40 02a57423o0204c
57423.347938  16.035  0.016  1400   23 c  0   1.21  95.12419 -25.04329 10426.77  9574.27 4.09 3.97 -39.4 -0.402 19.45 21.39 02a57423o0223c
57423.351130  16.080  0.017  1342   23 c  0   0.88  95.12419 -25.04329  1706.30  8946.16 3.96 3.90  71.8 -0.401 19.46 21.42 02a57423o0228c
57429.304430  16.042  0.017  1391   24 c  0   1.48  95.12419 -25.04329   847.99 10150.16 4.20 4.09 -34.2 -0.408 19.53 21.58 02a57429o0230c
57429.306913  15.982  0.016  1470   23 c  0   1.93  95.12419 -25.04329  3156.20   396.35 5.37 3.83 -14.1 -0.501 19.55 21.62 02a57429o0234c
57429.319834  15.894  0.015  1594   23 c  0   1.82  95.12419 -25.04329   587.89  9561.66 4.28 3.97 -52.9 -0.416 19.56 21.60 02a57429o0255c
57429.335246  15.744  0.013  1830   24 c  0   1.32  95.12419 -25.04329  1830.73  8994.75 4.19 3.89 -68.2 -0.413 19.52 21.57 02a57429o0280c
57429.351422  15.713  0.012  1884   23 c  0   1.80  95.12419 -25.04329  1956.94  9076.45 4.16 3.92 -65.8 -0.405 19.51 21.55 02a57429o0305c
57430.304775  15.687  0.014  1928   27 c  0   1.51  95.12419 -25.04329   703.28  9939.28 4.34 3.97 -36.2 -0.404 19.18 21.20 02a57430o0193c
57430.307248  15.643  0.015  2009   29 c  0   1.94  95.12419 -25.04329  3027.57   185.25 4.99 4.03 -18.9 -0.497 19.36 21.43 02a57430o0197c
57430.320206  15.679  0.014  1943   26 c  0   1.83  95.12419 -25.04329   460.10  9351.29 4.37 3.94 -49.6 -0.406 19.23 21.28 02a57430o0218c
57430.332521  15.645  0.015  2005   31 c  0   1.33  95.12419 -25.04329 10404.12  9412.19 4.43 3.60  69.8 -0.419 19.25 21.33 02a57430o0238c
57430.335612  15.749  0.013  1821   24 c  0   1.78  95.12419 -25.04329  1686.35  8785.43 4.19 3.82 -72.0 -0.411 19.29 21.38 02a57430o0243c
57430.351007  15.756  0.014  1809   25 c  0   1.63  95.12419 -25.04329  1943.01  9064.59 4.28 3.82 -77.1 -0.403 19.26 21.38 02a57430o0268c
57438.324276  15.758  0.029  1806   52 o  0   1.06  95.12419 -25.04329   775.83  9678.04 3.82 3.71  63.0 -0.478 18.32 19.17 02a57438o0175o
57438.340197  15.709  0.030  1890   56 o  0   1.56  95.12419 -25.04329  1974.32  9106.38 3.73 3.67  60.9 -0.443 18.30 19.13 02a57438o0206o
57438.355611  15.792  0.034  1750   60 o  0   1.20  95.12419 -25.04329  1923.70  9086.85 3.77 3.69  83.1 -0.441 18.26 19.08 02a57438o0236o
57439.292297  15.755  0.029  1811   52 o  0   1.38  95.12419 -25.04329  1126.54 10035.50 4.38 3.90 -54.9 -0.435 18.23 19.04 02a57439o0154o
57439.294393  15.650  0.034  1995   68 o  0   1.18  95.12419 -25.04329  3416.60   305.91 5.48 3.38  -7.1 -0.535 18.24 19.09 02a57439o0158o
57439.308017  15.809  0.033  1723   58 o  0   1.27  95.12419 -25.04329   834.03  9443.03 4.45 3.80 -60.2 -0.466 18.22 19.03 02a57439o0184o
57439.324301  15.852  0.041  1656   68 o  0   1.18  95.12419 -25.04329  2032.25  8873.54 4.10 3.57 -63.7 -0.471 18.22 18.99 02a57439o0215o
57439.340026  15.857  0.043  1649   71 o  0   1.27  95.12419 -25.04329  1924.89  9087.28 4.13 3.61 -60.1 -0.458 18.20 18.94 02a57439o0245o
57446.296709  15.856  0.021  1651   34 o  0   1.70  95.12419 -25.04329   986.14 10369.09 4.18 3.95 -53.8 -0.444 19.04 20.61 02a57446o0092o
57446.298723  15.783  0.020  1766   35 o  0   1.72  95.12419 -25.04329  3301.13   619.31 4.64 3.23  -9.6 -0.502 19.06 20.66 02a57446o0096o
57446.312716  15.739  0.018  1838   32 o  0   1.37  95.12419 -25.04329   696.23  9752.08 4.21 3.79 -65.3 -0.455 19.09 20.68 02a57446o0124o
57446.329256  15.712  0.017  1884   32 o  0   1.22  95.12419 -25.04329  1913.35  9181.31 3.96 3.61 -65.8 -0.451 19.08 20.68 02a57446o0157o
57446.345802  15.705  0.018  1898   34 o  0   1.14  95.12419 -25.04329  1919.80  9083.08 3.93 3.60 -58.3 -0.445 19.10 20.70 02a57446o0190o
57447.291826  15.927  0.280  1546  433 o  0   0.02  95.12419 -25.04329  1165.54 10506.66 4.36 4.01 -45.3 -0.399 19.12 20.80 02a57447o0183o
57447.293862  15.707  0.017  1894   33 o  0   2.10  95.12419 -25.04329  3462.96   755.02 5.16 3.34  -9.0 -0.479 19.14 20.84 02a57447o0187o
57447.308542  15.742  0.017  1833   32 o  0   1.30  95.12419 -25.04329   874.56  9909.71 4.43 3.84 -57.2 -0.435 19.15 20.84 02a57447o0216o
57447.310553  15.724  0.020  1863   38 o  0   1.13  95.12419 -25.04329  3182.60   161.79 5.30 3.47 -11.3 -0.469 19.17 20.89 02a57447o0220o
57447.325054  15.814  0.018  1715   30 o  0   1.21  95.12419 -25.04329  2073.72  9338.96 4.23 3.77 -58.7 -0.437 19.11 20.83 02a57447o0249o
57447.341612  15.846  0.018  1666   30 o  0   1.31  95.12419 -25.04329  1923.96  9081.33 4.15 3.65 -58.7 -0.448 19.10 20.78 02a57447o0282o
57453.282693  16.090  0.018  1330   24 c  0   1.53  95.12419 -25.04329  1006.42 10300.71 4.30 4.11 -33.6 -0.402 19.42 21.36 02a57453o0131c
57453.284680  16.088  0.019  1333   25 c  0   1.31  95.12419 -25.04329  3320.23   547.67 5.12 3.76 -11.8 -0.497 19.44 21.42 02a57453o0135c
57453.299582  16.071  0.019  1354   25 c  0   1.17  95.12419 -25.04329   714.58  9706.19 4.50 3.85 -55.0 -0.420 19.40 21.36 02a57453o0165c
57453.315875  16.113  0.017  1302   22 c  0   1.46  95.12419 -25.04329  1934.22  9135.46 4.13 3.82 -56.8 -0.417 19.43 21.40 02a57453o0198c
57453.332066  16.086  0.017  1335   22 c  0   1.39  95.12419 -25.04329  1922.61  9075.18 4.09 3.82 -56.6 -0.413 19.44 21.39 02a57453o0231c
57457.271663  15.981  0.018  1471   26 c  0   1.43  95.12419 -25.04329  1078.71 10244.48 4.67 4.17 -54.6 -0.394 19.37 21.40 02a57457o0132c
57457.273605  15.916  0.020  1562   32 c  0   1.13  95.12419 -25.04329  3371.19   496.37 5.63 3.85  -9.1 -0.450 19.42 21.48 02a57457o0136c
57457.290173  16.081  0.020  1342   26 c  0   1.11  95.12419 -25.04329   790.97  9647.64 4.67 3.93 -54.5 -0.424 19.42 21.45 02a57457o0169c
57457.330466  16.080  0.018  1343   24 c  0   1.14  95.12419 -25.04329  1924.90  9075.27 4.30 3.77 -55.5 -0.431 19.44 21.48 02a57457o0237c
57461.257942  15.684  0.274  1933  529 c  0   1.09  95.12419 -25.04329  1006.63 10341.62 4.59 4.43 -13.5 -0.381 15.93 17.33 02a57461o0098c
57461.259929  15.909  0.187  1572  293 c  0   0.97  95.12419 -25.04329  3320.59   590.59 4.95 3.76 -15.0 -0.550 17.10 18.18 02a57461o0102c
57461.275342  16.726  0.326   741  242 c  0   0.88  95.12419 -25.04329   714.81  9743.23 4.30 3.96 -57.6 -0.468 16.68 17.67 02a57461o0133c
57461.292501  16.098  0.196  1321  259 c  0   1.02  95.12419 -25.04329  1934.41  9173.32 4.12 3.82 -61.8 -0.433 16.71 17.68 02a57461o0168c
57461.309182  16.067  0.025  1359   33 c  0   1.71  95.12419 -25.04329  1923.04  9075.87 4.17 3.81 -59.6 -0.420 18.63 20.06 02a57461o0202c
57465.245291  15.665  0.031  1968   61 o  0   1.61  95.12419 -25.04329  3481.67   358.43 5.42 3.14  -5.9 -0.549 18.36 19.43 02a57465o0077o
57465.246755  15.905  0.030  1578   48 o  0   1.09  95.12419 -25.04329  1174.19 10107.76 4.82 4.19 -54.8 -0.413 18.30 19.38 02a57465o0080o
57465.263705  15.917  0.036  1560   56 o  0   1.01  95.12419 -25.04329   885.30  9512.23 4.68 3.85 -57.8 -0.465 18.34 19.36 02a57465o0114o
57465.280964  15.946  0.037  1519   56 o  0   1.02  95.12419 -25.04329  2101.23  8945.26 4.18 3.51 -65.0 -0.489 18.35 19.35 02a57465o0149o
