###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59617.800613  17.983  0.074   233   17 o  0   0.97  58.83504 -48.79121  4083.03  5559.24 2.46 2.17  88.2 -0.456 19.18 20.57 03a59618o0085o
59617.812686  18.023  0.066   224   15 o  0   1.66  58.83504 -48.79121  4063.47  5669.44 2.46 2.10  89.5 -0.449 19.18 20.56 03a59618o0111o
59621.854369  17.991  0.083   231   19 o  0   1.14  58.83504 -48.79121  4142.32  5609.69 2.37 2.17 -55.9 -0.417 19.06 20.20 03a59622o0194o
59621.864005  17.930  0.068   244   16 o  0   1.94  58.83504 -48.79121  4163.12  5643.79 2.29 2.13 -56.2 -0.415 19.05 20.14 03a59622o0215o
59621.867215  18.079  0.073   213   16 o  0   1.63  58.83504 -48.79121  4107.11  5568.30 2.15 2.06 -28.4 -0.422 19.07 20.12 03a59622o0222o
59621.881513  17.967  0.080   236   19 o  0   1.24  58.83504 -48.79121  4089.33  5684.27 2.39 2.17 -70.2 -0.427 18.97 20.07 03a59622o0253o
59628.030261  18.085  0.095   212   20 o  0   1.51  58.83504 -48.79121  3538.88  8159.20 2.76 2.20 -80.9 -0.432 18.93 20.15 04a59628o0030o
59628.033092  17.955  0.080   239   19 o  0   1.22  58.83504 -48.79121  3554.68  8196.69 2.51 2.07 -81.5 -0.452 18.99 20.14 04a59628o0036o
59628.038601  18.017  0.089   226   20 o  0   1.07  58.83504 -48.79121  3496.97  8116.22 2.71 2.09 -79.1 -0.423 18.92 19.99 04a59628o0048o
59628.049157  17.890  0.096   254   24 o  0   1.33  58.83504 -48.79121  3469.38  8229.11 2.47 2.11 -78.7 -0.460 18.83 19.82 04a59628o0070o
59632.077516  18.063  0.057   216   12 c  0   1.32  58.83504 -48.79121  3506.64  8138.20 2.93 2.63 -85.0 -0.379 19.37 21.59 04a59632o0060c
59632.080704  18.210  0.062   189   12 c  0   1.24  58.83504 -48.79121  3523.57  8176.43 3.05 2.59 -82.4 -0.386 19.35 21.55 04a59632o0067c
59632.090329  18.197  0.071   191   14 c  0   1.18  58.83504 -48.79121  3461.50  8099.06 3.34 2.93 -85.1 -0.338 19.22 21.55 04a59632o0088c
59632.109081  18.318  0.086   171   15 c  0   1.19  58.83504 -48.79121  3430.61  8215.05 2.97 2.47 -83.7 -0.368 19.24 21.21 04a59632o0128c
59636.089435  17.998  0.060   230   14 o  0   1.20  58.83504 -48.79121  1611.29  8279.43 2.86 2.15 -85.8 -0.393 19.44 20.99 04a59636o0037o
59636.094456  17.878  0.053   256   14 o  0   1.19  58.83504 -48.79121  1628.69  8318.63 2.88 2.16 -86.5 -0.388 19.44 21.01 04a59636o0048o
59636.102599  18.033  0.049   222   11 o  0   2.07  58.83504 -48.79121  1565.88  8243.69 2.93 2.13 -85.1 -0.387 19.41 20.96 04a59636o0066o
59636.112691  17.778  0.052   281   14 o  0   1.04  58.83504 -48.79121  1539.25  8361.18 3.00 2.20  88.6 -0.383 19.38 20.95 04a59636o0088o
59638.057506  17.783  0.045   280   13 o  0   1.55  58.83504 -48.79121  4715.28  2073.64 2.21 2.13  75.4 -0.445 19.34 20.97 04a59638o0106o
59638.062522  17.796  0.051   276   14 o  0   1.33  58.83504 -48.79121  4652.47  1994.54 2.46 2.41  57.3 -0.417 19.20 20.87 04a59638o0117o
59638.077000  17.772  0.048   283   13 o  0   1.70  58.83504 -48.79121  4623.98  2109.01 2.22 2.16  40.4 -0.436 19.23 20.88 04a59638o0132o
59639.025251  17.443  0.036   383   14 c  0   1.22  58.83504 -48.79121  5397.77  8039.98 2.78 2.23 -83.0 -0.417 19.40 21.49 04a59639o0063c
59639.028951  17.374  0.031   408   13 c  0   1.63  58.83504 -48.79121  5413.83  8077.26 2.68 2.18 -82.9 -0.419 19.45 21.57 04a59639o0071c
59639.033953  17.383  0.032   404   13 c  0   1.74  58.83504 -48.79121  5354.83  7996.89 2.84 2.25 -81.8 -0.400 19.40 21.59 04a59639o0082c
59639.048658  17.524  0.036   355   13 c  0   1.28  58.83504 -48.79121  5327.57  8108.77 2.66 2.20 -80.4 -0.403 19.44 21.55 04a59639o0114c
59640.062553  18.062  0.056   216   12 c  0   1.48  58.83504 -48.79121  4688.46  2030.58 2.24 2.21  46.4 -0.414 19.40 21.42 04a59640o0154c
59640.065261  17.922  0.057   246   14 c  0   0.93  58.83504 -48.79121  4705.57  2070.34 2.44 2.42 -74.5 -0.405 19.33 21.41 04a59640o0160c
59640.072675  17.715  0.044   298   13 c  0   0.94  58.83504 -48.79121  4640.67  1991.55 2.28 2.20  21.0 -0.410 19.36 21.37 04a59640o0176c
59640.085083  17.483  0.033   369   12 c  0   1.46  58.83504 -48.79121  4613.90  2107.17 2.15 2.11  44.4 -0.413 19.38 21.36 04a59640o0203c
59641.044408  18.099  0.069   209   14 o  0   1.52  58.83504 -48.79121  5387.12  8029.84 2.67 2.24 -80.0 -0.447 19.18 20.92 04a59641o0127o
59641.048031  17.981  0.072   233   17 o  0   1.04  58.83504 -48.79121  5402.08  8068.57 2.59 2.04 -83.1 -0.443 19.29 20.89 04a59641o0135o
59641.058477  17.892  0.060   253   15 o  0   1.36  58.83504 -48.79121  5341.77  7987.95 2.65 2.19 -85.5 -0.432 19.18 20.88 04a59641o0158o
59641.066752  18.064  0.059   216   13 o  0   2.03  58.83504 -48.79121  5316.94  8102.90 2.51 2.03 -80.5 -0.443 19.24 20.90 04a59641o0176o
59642.064560  17.892  0.054   253   14 o  0   1.69  58.83504 -48.79121  4684.47  2029.13 2.24 2.18 -36.7 -0.443 19.11 20.61 04a59642o0159o
59642.067262  17.913  0.055   248   14 o  0   1.58  58.83504 -48.79121  4702.05  2068.17 2.06 2.03 -85.3 -0.450 19.19 20.65 04a59642o0165o
59642.076350  17.885  0.060   255   15 o  0   1.40  58.83504 -48.79121  4635.92  1990.67 2.09 2.05 -65.0 -0.529 19.15 20.53 04a59642o0185o
59642.087791  17.878  0.059   256   15 o  0   1.54  58.83504 -48.79121  4607.97  2107.40 2.05 2.02 -40.4 -0.450 19.14 20.59 04a59642o0210o
59645.812348  17.489  0.045   367   16 o  0   1.31  58.83504 -48.79121   918.08   182.79 2.76 2.52 -60.4 -0.429 19.28 20.70 03a59646o0125o
59645.815555  17.527  0.049   354   18 o  0   1.18  58.83504 -48.79121   938.23   221.28 2.82 2.59 -70.9 -0.416 19.28 20.67 03a59646o0132o
59645.821113  17.531  0.046   353   16 o  0   1.43  58.83504 -48.79121   877.54   141.82 2.66 2.44 -64.4 -0.433 19.35 20.66 03a59646o0144o
59645.826592  17.576  0.053   338   18 o  0   1.21  58.83504 -48.79121  8571.12 10491.02 2.73 2.49 -59.3 -0.477 19.29 20.59 03a59646o0156o
59645.835370  17.533  0.050   352   17 o  0   1.10  58.83504 -48.79121   854.26   261.54 2.68 2.47 -61.7 -0.429 19.38 20.76 03a59646o0175o
59656.036653  17.767  0.109   284   31 o  0   0.90  58.83504 -48.79121  7990.03  5948.87 2.59 2.37 -39.1 -0.405 18.30 19.12 04a59656o0119o
59656.040523  17.560  0.085   344   29 o  0   1.42  58.83504 -48.79121  8006.37  5988.83 2.50 2.24 -41.5 -0.413 18.37 19.10 04a59656o0127o
59656.048228  17.643  0.103   318   33 o  0   1.11  58.83504 -48.79121  7944.62  5910.91 2.51 2.27 -36.8 -0.413 18.32 19.07 04a59656o0143o
59656.058392  17.630  0.086   322   28 o  0   1.54  58.83504 -48.79121  7918.76  6027.01 2.44 2.18 -42.0 -0.423 18.30 19.00 04a59656o0164o
59664.021859  17.733  0.045   293   13 o  0   2.08  58.83504 -48.79121  6676.67  1944.67 2.35 2.10 -40.1 -0.448 19.10 20.52 04a59664o0114o
59669.757162  17.901  0.043   251   11 c  0   1.65  58.83504 -48.79121  1509.70  8212.71 2.76 2.42 -26.8 -0.389 19.53 21.32 03a59670o0095c
59669.762272  17.898  0.049   252   12 c  0   1.23  58.83504 -48.79121  1527.81  8250.07 2.79 2.43 -27.1 -0.384 19.52 21.32 03a59670o0106c
59669.771018  17.894  0.052   252   13 c  0   0.89  58.83504 -48.79121  1477.81  8174.46 2.98 2.65 -26.2 -0.381 19.44 21.31 03a59670o0125c
59669.775611  17.938  0.052   243   13 c  0   1.26  58.83504 -48.79121  1455.40  8290.35 2.86 2.49 -26.2 -0.388 19.49 21.31 03a59670o0135c
59671.992840  17.590  0.062   334   21 o  0   1.02  58.83504 -48.79121  8333.16  3926.10 2.77 2.46 -42.3 -0.406 18.75 20.08 04a59672o0066o
59671.996547  17.734  0.062   293   18 o  0   1.58  58.83504 -48.79121  8350.45  3965.20 2.70 2.33 -41.7 -0.417 18.85 20.27 04a59672o0074o
59672.002493  17.696  0.064   303   19 o  0   1.26  58.83504 -48.79121  8290.08  3887.53 2.73 2.37 -37.9 -0.415 18.85 20.29 04a59672o0087o
59672.016219  17.676  0.062   309   19 o  0   1.34  58.83504 -48.79121  8261.51  4003.83 2.61 2.21 -37.6 -0.413 18.90 20.30 04a59672o0117o
59677.768200  20.031  0.844    35   30 o  0   0.87  58.83504 -48.79121  2934.96    46.55 5.16 4.93 -52.2 -0.268 18.46 20.25 03a59678o0051o
59677.769572  17.796  0.107   276   30 o  0   1.49  58.83504 -48.79121  1203.82 10345.06 4.12 3.79 -39.2 -0.482 18.64 20.24 03a59678o0054o
59677.779206  18.038  0.119   221   26 o  0   1.04  58.83504 -48.79121  2911.71   164.22 4.12 3.97 -43.2 -0.322 18.63 20.24 03a59678o0075o
59679.975099  17.989  0.335   231   78 o  0   1.15  58.83504 -48.79121  6363.56  3970.85 2.61 2.39 -58.5 -0.425 17.38 17.76 04a59680o0044o
59679.978271  17.683  0.119   307   36 o  0   1.40  58.83504 -48.79121  6380.99  4010.22 2.57 2.36 -55.5 -0.416 17.92 18.56 04a59680o0051o
59679.986423  18.082  0.122   212   26 o  0   0.78  58.83504 -48.79121  6318.14  3932.82 2.59 2.37 -58.9 -0.412 18.59 19.75 04a59680o0069o
59679.997420  17.835  0.097   267   26 o  0   0.98  58.83504 -48.79121  6293.68  4050.12 2.78 2.43 -49.7 -0.423 18.68 20.03 04a59680o0093o
59687.971601  18.059  0.163   217   35 o  0   1.23  58.83504 -48.79121  5101.50 10074.99 2.64 2.12 -76.2 -0.456 18.34 18.89 04a59688o0029o
59687.976591  17.956  0.108   239   26 o  0   1.20  58.83504 -48.79121  5118.33 10115.22 2.92 2.10 -80.2 -0.406 18.71 19.62 04a59688o0040o
59687.987114  17.902  0.089   251   22 o  0   0.75  58.83504 -48.79121  5057.02 10038.53 2.94 2.16 -78.3 -0.395 18.86 19.94 04a59688o0063o
59687.992114  18.104  0.110   208   23 o  0   1.09  58.83504 -48.79121  5035.10 10158.62 3.00 2.16 -81.3 -0.389 18.77 19.86 04a59688o0074o
59763.411766  17.457  0.061   378   23 c  0   1.29  58.83504 -48.79121  1509.52  2172.04 2.70 2.02  41.7 -0.385 18.87 20.65 04a59763o1005c
59763.414478  17.370  0.052   409   21 c  0   1.39  58.83504 -48.79121  1490.23  2132.49 2.67 2.00  40.9 -0.384 18.82 20.58 04a59763o1011c
59763.422259  16.756  0.027   720   20 c  0  42.26  58.83504 -48.79121  1549.18  2213.63 2.62 1.99  41.9 -0.388 18.79 20.60 04a59763o1028c
59763.432571  17.510  0.060   360   22 c  0   1.37  58.83504 -48.79121  1570.22  2097.38 2.70 2.06  42.9 -0.379 18.75 20.53 04a59763o1050c
59778.123927  17.474  0.070   372   26 o  0   1.12  58.83504 -48.79121  5198.51  2489.92 2.72 2.62 -15.7 -0.418 18.59 19.26 03a59778o0912o
59778.126719  17.457  0.066   378   25 o  0   1.12  58.83504 -48.79121  5181.79  2450.01 2.63 2.53 -13.8 -0.431 18.65 19.30 03a59778o0918o
59778.132219  17.686  0.095   306   29 o  0   1.11  58.83504 -48.79121  5235.93  2528.98 2.80 2.70  -8.5 -0.426 18.58 19.31 03a59778o0930o
59778.142997  17.517  0.072   357   26 o  0   1.18  58.83504 -48.79121  5259.43  2410.92 2.77 2.68 -13.8 -0.424 18.63 19.39 03a59778o0953o
59786.136671  17.737  0.036   292   10 c  0   1.39  58.83504 -48.79121  5764.13  8493.46 2.76 2.59 -64.1 -0.385 19.67 21.87 03a59786o0877c
59786.139993  17.772  0.035   283   10 c  0   1.39  58.83504 -48.79121  5744.37  8454.41 2.62 2.46 -63.7 -0.391 19.75 21.85 03a59786o0884c
59786.145071  17.901  0.039   251   10 c  0   1.50  58.83504 -48.79121  5802.19  8531.77 2.84 2.69 -63.3 -0.387 19.65 21.86 03a59786o0894c
59786.165171  17.821  0.039   270   10 c  0   1.44  58.83504 -48.79121  5822.13  8411.03 2.65 2.48  87.7 -0.403 19.76 21.88 03a59786o0935c
59796.350454  17.842  0.034   265    9 c  0   1.98  58.83504 -48.79121  7349.20   374.02 2.52 2.06 -27.1 -0.394 19.75 21.79 04a59796o0664c
59796.375837  17.878  0.038   256   10 c  0   1.66  58.83504 -48.79121  7341.02   336.27 2.64 2.10 -26.6 -0.384 19.77 21.79 04a59796o0718c
59796.392251  17.837  0.039   266   10 c  0   1.46  58.83504 -48.79121  7405.70   421.95 2.74 2.22 -24.8 -0.378 19.74 21.89 04a59796o0753c
59796.395098  17.941  0.041   242   10 c  0   1.33  58.83504 -48.79121  7426.13   303.98 2.86 2.26 -26.7 -0.368 19.74 21.84 04a59796o0759c
59798.106873  17.928  0.039   245   10 c  0   1.49  58.83504 -48.79121  1472.26  2022.92 2.52 2.43 -15.9 -0.402 19.75 21.92 03a59798o0824c
59798.110230  17.994  0.045   230   10 c  0   1.20  58.83504 -48.79121  1452.85  1983.29 2.53 2.46 -35.5 -0.404 19.77 21.91 03a59798o0830c
59798.116828  17.901  0.040   251   10 c  0   1.49  58.83504 -48.79121  1507.59  2064.76 2.48 2.39 -31.0 -0.402 19.81 21.92 03a59798o0843c
59798.126968  17.894  0.038   253   10 c  0   1.22  58.83504 -48.79121  1527.12  1948.71 2.47 2.37 -31.7 -0.405 19.82 21.88 03a59798o0864c
59800.355498  17.690  0.053   305   16 o  0   1.53  58.83504 -48.79121  7354.69   373.29 2.28 1.93 -29.3 -0.418 19.20 20.15 04a59800o0850o
59800.357877  17.709  0.058   299   17 o  0   1.53  58.83504 -48.79121  7337.17   334.70 2.23 1.93 -31.5 -0.461 19.17 20.19 04a59800o0855o
59800.379323  17.702  0.054   301   16 o  0   1.41  58.83504 -48.79121  7404.41   414.33 2.20 1.94 -34.4 -0.477 19.35 20.51 04a59800o0899o
59800.384478  17.677  0.046   308   14 o  0   1.20  58.83504 -48.79121  7427.07   296.54 2.49 1.99 -27.4 -0.418 19.40 20.67 04a59800o0910o
59800.401343 -23.213  0.333    -2    1 o  0 19301.03  58.83504 -48.79121  5805.82 10528.60 2.91 2.18 -79.3 -0.362 19.55 21.10 04a59800o0947o
59802.075055 -16.520  1.330  -896 1191 o  0   1.10  58.83504 -48.79121  1749.01  8532.92 2.57 2.25 -48.9 -0.400 14.46 13.78 03a59802o0458o
59802.078731 -15.546  0.905 -2195 1986 o  0   0.75  58.83504 -48.79121  1729.23  8492.74 2.50 2.21 -50.9 -0.413 14.23 13.51 03a59802o0466o
59802.084352 -14.318  0.800 -6803 5441 o  0   1.21  58.83504 -48.79121  1786.93  8572.56 2.49 2.19 -51.7 -0.489 13.23 12.50 03a59802o0478o
59804.317527  17.796  0.087   276   24 o  0   1.25  58.83504 -48.79121  6228.45  6502.91 2.09 1.90 -69.5 -0.405 18.60 19.21 04a59804o0776o
59804.320231  17.691  0.082   305   25 o  0   1.27  58.83504 -48.79121  6209.48  6464.64 2.03 1.85 -74.1 -0.413 18.62 19.18 04a59804o0782o
59804.327114  17.723  0.077   296   23 o  0   1.31  58.83504 -48.79121  6268.17  6543.01 2.21 2.03 -65.6 -0.391 18.59 19.22 04a59804o0797o
59804.336899  17.708  0.078   300   24 o  0   1.36  58.83504 -48.79121  6291.59  6427.94 2.23 1.98 -62.6 -0.397 18.66 19.28 04a59804o0818o
59812.222316  17.791  0.096   278   27 c  0   1.56  58.83504 -48.79121  1819.43   123.03 3.05 2.03  41.0 -0.365 18.51 20.54 04a59812o0475c
59812.224118  18.002  0.226   229   52 c  0   1.38  58.83504 -48.79121  1799.73    82.59 2.99 2.01  41.1 -0.378 17.93 19.96 04a59812o0479c
59812.259291  18.099  0.193   209   40 c  0   1.14  58.83504 -48.79121  1850.32   167.11 3.19 1.91  43.2 -0.378 17.94 19.94 04a59812o0555c
59812.261996  19.569  7.571    54  409 c  0   0.97  58.83504 -48.79121  9831.82 10297.24 2.97 2.54  76.7 -0.555 16.36 18.31 04a59812o0561c
59812.264705  14.844  0.671  4191 2812 c  0   1.18  58.83504 -48.79121  1868.73    49.27 2.75 1.87  40.6 -0.395 14.35 16.37 04a59812o0567c
59812.265155  16.216  0.982  1185 1164 c  0   0.83  58.83504 -48.79121  9810.30 10258.75 2.90 2.49 -87.1 -0.540 15.24 17.25 04a59812o0568c
59812.289751  17.862  0.189   260   49 c  0   1.05  58.83504 -48.79121  9873.08 10339.92 2.95 2.53 -86.5 -0.360 17.46 19.47 04a59812o0621c
59812.299460 -18.102  1.594  -209  332 c  0   1.12  58.83504 -48.79121  9894.94 10222.66 2.92 2.48 -82.9 -0.549 16.22 18.13 04a59812o0641c
59814.097555  17.975  0.057   234   13 o  0   1.14  58.83504 -48.79121   591.88  4476.88 2.24 1.98 -64.7 -0.416 19.43 20.81 03a59814o0827o
59814.099357  17.844  0.046   265   12 o  0   1.07  58.83504 -48.79121   573.51  4436.26 2.24 1.96 -60.8 -0.420 19.67 21.05 03a59814o0831o
59814.103457  17.880  0.066   256   17 o  0   1.68  58.83504 -48.79121   628.87  4517.41 2.30 2.02 -66.9 -0.416 19.12 20.49 03a59814o0840o
59814.125296  17.804  0.038   274   10 o  0   1.92  58.83504 -48.79121   645.57  4401.66 2.21 1.92 -64.5 -0.413 19.64 20.91 03a59814o0885o
59814.150625  17.794  0.040   277   11 o  0   1.80  58.83504 -48.79121 10147.31  4722.50 2.25 2.04 -48.5 -0.392 19.58 20.86 03a59814o0938o
59814.156593  17.852  0.049   262   13 o  0   1.08  58.83504 -48.79121 10127.06  4685.91 2.26 2.03 -48.5 -0.388 19.49 20.75 03a59814o0951o
59814.169479  17.798  0.071   276   20 o  0   1.29  58.83504 -48.79121 10179.46  4765.23 2.54 2.20 -52.3 -0.358 18.78 19.47 03a59814o0979o
59814.174827  18.005  0.190   228   43 o  0   0.62  58.83504 -48.79121 10201.25  4648.39 2.36 2.09 -48.9 -0.363 18.16 18.18 03a59814o0989o
59820.245170  18.078  0.051   213   11 c  0   1.71  58.83504 -48.79121 10113.23  6670.25 2.57 2.25 -30.4 -0.415 19.71 21.60 04a59820o0613c
59820.263812  18.082  0.053   212   11 c  0   1.31  58.83504 -48.79121 10092.68  6636.36 2.60 2.22 -30.7 -0.434 19.71 21.72 04a59820o0653c
59820.265181  18.072  0.045   214   10 c  0   1.56  58.83504 -48.79121   322.50  6676.96 2.42 2.08  79.9 -0.387 19.73 21.81 04a59820o0656c
59820.267000  18.036  0.047   222   10 c  0   1.44  58.83504 -48.79121 10151.93  6711.94 2.62 2.19 -26.6 -0.429 19.76 21.75 04a59820o0660c
59820.281564  18.047  0.052   219   11 c  0   1.15  58.83504 -48.79121 10171.29  6600.71 2.70 2.28 -30.3 -0.418 19.71 21.73 04a59820o0691c
59820.282947  17.979  0.043   234   10 c  0   1.21  58.83504 -48.79121   306.11  6640.55 2.43 2.06  71.1 -0.387 19.78 21.83 04a59820o0694c
59825.984022  17.906  0.054   250   14 o  0   1.07  58.83504 -48.79121  5449.07 10527.79 2.84 2.35 -33.7 -0.386 19.54 21.07 03a59826o0582o
59825.987237  17.896  0.055   252   14 o  0   0.79  58.83504 -48.79121  5429.17 10487.22 2.82 2.30 -34.8 -0.385 19.59 21.15 03a59826o0589o
59825.989045  17.797  0.035   276   10 o  0   1.89  58.83504 -48.79121  7342.58   374.81 2.28 2.11 -31.5 -0.413 19.61 21.14 03a59826o0593o
59825.990847  17.942  0.049   242   12 o  0   1.03  58.83504 -48.79121  7325.89   334.74 2.33 2.18 -22.0 -0.421 19.59 21.18 03a59826o0597o
59826.010685  17.826  0.041   269   11 o  0   1.48  58.83504 -48.79121  5503.00 10450.67 2.80 2.28 -31.2 -0.394 19.69 21.39 03a59826o0640o
59826.011619  17.880  0.042   256   11 o  0   1.10  58.83504 -48.79121  7381.06   414.02 2.35 2.18 -35.1 -0.418 19.67 21.37 03a59826o0642o
59826.014773  17.932  0.043   244   10 o  0   1.29  58.83504 -48.79121  7404.47   295.08 2.28 2.10 -26.0 -0.429 19.70 21.40 03a59826o0649o
59830.064579  17.559  0.062   344   21 o  0   1.07  58.83504 -48.79121  7342.34   374.04 2.24 2.12 -14.9 -0.448 19.01 19.67 03a59830o0749o
59830.066383  17.526  0.051   354   18 o  0   1.71  58.83504 -48.79121  7324.44   336.21 2.27 2.15 -28.0 -0.428 19.00 19.69 03a59830o0753o
59830.069548  17.482  0.045   369   17 o  0   1.77  58.83504 -48.79121  7376.91   415.85 2.17 2.05 -25.5 -0.443 19.03 19.71 03a59830o0760o
59830.090438  17.428  0.049   388   19 o  0   1.20  58.83504 -48.79121  7396.45   301.34 2.12 2.01 -20.7 -0.433 19.12 19.82 03a59830o0802o
59830.116947  17.433  0.045   386   18 o  0   1.02  58.83504 -48.79121  5396.14 10528.43 2.48 2.09 -45.0 -0.428 19.16 19.89 03a59830o0859o
59830.118757  17.309  0.041   433   18 o  0   0.96  58.83504 -48.79121  5374.93 10488.80 2.52 2.11 -43.1 -0.406 19.19 19.90 03a59830o0863o
59830.133738 -20.788  0.822   -18   14 o  0   1.07  58.83504 -48.79121  4951.19    40.67 2.24 2.06 -25.5 -0.408 19.23 20.11 03a59830o0893o
59838.057591  17.553  0.048   346   17 o  0   1.29  58.83504 -48.79121  6045.71  6457.60 2.23 2.01 -50.2 -0.439 19.26 20.14 03a59838o0697o
59838.066823  17.589  0.055   334   18 o  0   0.99  58.83504 -48.79121  6022.56  6423.51 2.15 1.93 -47.2 -0.442 19.28 20.17 03a59838o0717o
59838.089835  17.634  0.047   321   15 o  0   1.22  58.83504 -48.79121  6074.27  6500.40 2.26 1.97 -52.2 -0.425 19.31 20.25 03a59838o0764o
59838.092604  17.681  0.049   307   15 o  0   1.02  58.83504 -48.79121  6096.08  6388.15 2.20 1.89 -47.6 -0.434 19.32 20.25 03a59838o0770o
59841.939798  17.218  0.027   471   13 c  0   2.27  58.83504 -48.79121  9573.54 10351.88 2.84 2.27 -45.5 -0.437 19.72 21.72 03a59842o0469c
59841.941154  20.919  0.549    16    8 c  0   1.15  58.83504 -48.79121  1879.15    39.40 2.39 2.29 -45.2 -0.386 19.75 21.78 03a59842o0472c
59841.941605  17.110  0.022   520   12 c  0   3.53  58.83504 -48.79121  9553.49 10312.47 2.72 2.25 -46.8 -0.429 19.72 21.73 03a59842o0473c
59841.944769  17.086  0.024   532   13 c  0   1.83  58.83504 -48.79121  9613.44 10391.27 2.74 2.26 -46.5 -0.440 19.72 21.74 03a59842o0480c
59841.950198  17.110  0.024   520   12 c  0   2.26  58.83504 -48.79121  9637.86 10268.95 2.75 2.24 -46.1 -0.432 19.76 21.75 03a59842o0492c
59844.213992  17.272  0.033   448   15 o  0   2.73  58.83504 -48.79121  7763.24 10468.43 2.64 2.17 -87.3 -0.417 19.58 20.90 04a59844o0522o
59844.216711  17.024  0.029   563   16 o  0   2.21  58.83504 -48.79121  7742.71 10430.06 2.33 2.15 -84.1 -0.459 19.58 20.93 04a59844o0528o
59844.218063  17.176  0.028   489   14 o  0   3.09  58.83504 -48.79121  9204.13   203.94 2.82 1.99 -35.5 -0.396 19.56 20.98 04a59844o0531o
59844.221370  17.155  0.032   499   16 o  0   2.51  58.83504 -48.79121  9186.82   165.83 2.58 2.08 -37.0 -0.426 19.51 20.94 04a59844o0538o
59844.222379  17.158  0.054   498   27 o  0   1.09  58.83504 -48.79121  7806.66 10508.13 2.55 2.26  83.5 -0.413 19.55 20.91 04a59844o0540o
59844.241111  17.125  0.031   513   16 o  0   2.66  58.83504 -48.79121  7833.65 10393.86 2.46 2.24  87.5 -0.438 19.58 21.03 04a59844o0578o
59844.244717  17.323  0.035   427   15 o  0   1.87  58.83504 -48.79121  9251.03   246.46 2.50 2.01 -35.3 -0.427 19.61 21.04 04a59844o0586o
59844.249795  17.265  0.037   451   17 o  0   2.10  58.83504 -48.79121  9274.88   127.75 2.39 1.97 -46.5 -0.439 19.60 21.03 04a59844o0597o
59846.067491  17.693  0.046   304   14 c  0   0.89  58.83504 -48.79121  9525.98 10361.19 2.59 2.27 -53.5 -0.418 19.60 21.59 03a59846o0497c
59846.069744  17.871  0.082   258   21 c  0   1.31  58.83504 -48.79121  9504.30 10322.89 2.66 2.28 -50.9 -0.423 19.05 21.04 03a59846o0502c
59846.073352  17.785  0.040   279   11 c  0   1.11  58.83504 -48.79121  9563.76 10401.58 2.56 2.29 -54.2 -0.420 19.78 21.83 03a59846o0510c
59846.080594  17.767  0.036   284   10 c  0   2.10  58.83504 -48.79121  9584.33 10284.91 2.65 2.31 -53.0 -0.419 19.79 21.82 03a59846o0526c
59848.267516  17.465  0.049   375   18 o  0   1.44  58.83504 -48.79121  9231.13   211.00 2.39 1.99 -45.9 -0.453 19.48 20.93 04a59848o0283o
59848.270219  17.333  0.047   423   20 o  0   1.12  58.83504 -48.79121  9214.37   172.98 3.16 2.08 -32.0 -0.388 19.35 20.80 04a59848o0289o
59848.273830  17.380  0.040   406   16 o  0   1.30  58.83504 -48.79121  9272.50   249.70 3.08 2.05 -31.7 -0.396 19.47 20.97 04a59848o0297o
59848.279245  17.361  0.054   413   22 o  0   1.37  58.83504 -48.79121  9296.91   131.08 3.08 2.08 -33.9 -0.361 19.22 20.68 04a59848o0309o
59848.280636  17.793  0.120   277   33 o  0   1.08  58.83504 -48.79121  7798.48 10480.23 2.78 2.27 -81.9 -0.391 18.97 20.46 04a59848o0312o
59848.283080  17.594  0.063   333   21 o  0   1.35  58.83504 -48.79121  7779.23 10442.49 2.66 2.19 -78.2 -0.398 19.10 20.58 04a59848o0317o
59848.285784  16.941  0.648   607  394 o  0   0.33  58.83504 -48.79121  7843.70 10520.53 2.75 2.28 -79.9 -0.383 18.96 20.36 04a59848o0323o
59848.314400  17.641  0.053   319   17 o  0   2.06  58.83504 -48.79121  7891.62 10409.68 2.46 2.24 -64.0 -0.404 19.16 20.58 04a59848o0385o
59850.023222  17.700  0.031   302    9 c  0   1.15  58.83504 -48.79121  9920.71  6742.20 2.45 2.21 -57.5 -0.375 19.84 21.87 03a59850o0500c
59850.025025  17.729  0.033   294   10 c  0   1.18  58.83504 -48.79121  9901.34  6704.74 2.43 2.16 -57.9 -0.384 19.83 21.88 03a59850o0504c
59850.028182  17.802  0.036   275   10 c  0   1.23  58.83504 -48.79121  9956.50  6782.91 2.48 2.19 -59.9 -0.381 19.81 21.85 03a59850o0511c
59850.047345  17.834  0.057   267   15 c  0   0.97  58.83504 -48.79121  9975.23  6668.11 2.53 2.21 -57.5 -0.376 18.99 20.94 03a59850o0549c
59850.050126  17.866  0.037   259   10 c  0   1.03  58.83504 -48.79121   137.76  6466.89 2.35 2.14 -50.0 -0.393 19.88 21.87 03a59850o0555c
59850.051952  17.788  0.035   278   10 c  0   1.34  58.83504 -48.79121   120.35  6428.98 2.39 2.15 -51.3 -0.397 19.87 21.87 03a59850o0559c
59850.054697  17.861  0.030   260    8 c  0   2.96  58.83504 -48.79121   176.33  6511.28 2.33 2.11 -41.8 -0.390 19.89 21.87 03a59850o0565c
