MasterID,Mag,Magerr,RA,Dec,MJD,Blend
3025044039702,16.059,0.105,95.12430,-25.04334,54729.73920,0
3025044039702,16.013,0.103,95.12421,-25.04322,54729.74868,0
3025044039702,16.056,0.104,95.12422,-25.04331,54729.75819,0
3025044039702,15.960,0.100,95.12419,-25.04325,54729.76819,0
3025044039702,15.725,0.090,95.12431,-25.04333,54951.39107,0
3025044039702,15.749,0.091,95.12427,-25.04331,54951.39691,0
3025044039702,15.765,0.092,95.12430,-25.04329,54951.40275,0
3025044039702,15.800,0.093,95.12426,-25.04325,54951.40864,0
3025044039702,16.054,0.088,95.12424,-25.04327,55170.66352,0
3025044039702,16.024,0.087,95.12424,-25.04324,55170.67590,0
3025044039702,16.051,0.088,95.12424,-25.04329,55170.68836,0
3025044039702,15.962,0.086,95.12426,-25.04322,55170.70059,0
3025044039702,15.701,0.079,95.12426,-25.04330,54887.47763,0
3025044039702,15.691,0.079,95.12426,-25.04326,54887.48405,0
3025044039702,15.671,0.078,95.12426,-25.04327,54887.49048,0
3025044039702,15.656,0.078,95.12427,-25.04329,54887.49691,0
3025044039702,15.874,0.095,95.12426,-25.04328,54862.57829,0
3025044039702,15.909,0.096,95.12424,-25.04329,54862.58631,0
3025044039702,15.977,0.099,95.12426,-25.04328,54862.59444,0
3025044039702,15.980,0.099,95.12427,-25.04327,54862.60248,0
3025044039702,15.813,0.091,95.12427,-25.04330,54907.47584,0
3025044039702,15.702,0.089,95.12430,-25.04331,54907.48555,0
3025044039702,15.701,0.089,95.12428,-25.04327,54907.49526,0
3025044039702,15.701,0.089,95.12427,-25.04328,54907.50498,0
3025044039702,15.751,0.083,95.12433,-25.04329,54963.39839,0
3025044039702,15.726,0.082,95.12425,-25.04326,54963.40325,0
3025044039702,15.717,0.082,95.12429,-25.04332,54963.40809,0
3025044039702,15.853,0.085,95.12425,-25.04327,54963.41290,0
3025044039702,15.190,0.073,95.12419,-25.04313,55102.70667,0
3025044039702,15.638,0.081,95.12401,-25.04322,55102.71809,0
3025044039702,15.811,0.085,95.12423,-25.04330,55102.72957,0
3025044039702,15.610,0.081,95.12420,-25.04330,55102.74115,0
3025044039702,15.749,0.085,95.12428,-25.04327,55305.37607,0
3025044039702,15.678,0.081,95.12426,-25.04331,55244.53460,0
3025044039702,15.869,0.102,95.12431,-25.04327,55326.38222,0
3025044039702,16.012,0.108,95.12425,-25.04324,55326.39366,0
3025044039702,16.026,0.090,95.12424,-25.04325,55613.47112,0
3025044039702,16.015,0.090,95.12423,-25.04329,55613.50303,0
3025044039702,15.996,0.082,95.12425,-25.04330,55569.60978,0
3025044039702,16.006,0.083,95.12427,-25.04329,55569.63529,0
3025044039702,15.891,0.087,95.12422,-25.04327,55586.54209,0
3025044039702,15.990,0.089,95.12427,-25.04326,55586.57743,0
3025044039702,15.900,0.083,95.12426,-25.04329,56003.43425,0
3025044039702,15.950,0.084,95.12428,-25.04329,56003.44495,0
3025044039702,15.971,0.084,95.12426,-25.04328,56003.45561,0
3025044039702,15.994,0.085,95.12426,-25.04330,56003.46638,0
3025044039702,16.007,0.087,95.12423,-25.04331,56042.37648,0
3025044039702,16.024,0.087,95.12425,-25.04329,56042.38597,0
3025044039702,16.014,0.087,95.12420,-25.04325,56042.39564,0
3025044039702,16.067,0.087,95.12428,-25.04332,56042.40529,0
3025044039702,15.691,0.078,95.12423,-25.04331,56294.62300,0
3025044039702,15.663,0.078,95.12429,-25.04332,56294.63557,0
3025044039702,15.641,0.077,95.12426,-25.04328,56294.64825,0
3025044039702,15.674,0.078,95.12428,-25.04328,56294.66084,0
3025044039702,15.660,0.087,95.12427,-25.04330,56362.49733,0
3025044039702,15.589,0.085,95.12425,-25.04324,56362.50595,0
3025044039702,15.616,0.086,95.12429,-25.04331,56362.51461,0
3025044039702,15.649,0.087,95.12430,-25.04332,56362.52328,0
3025044039702,15.700,0.077,95.12429,-25.04334,56392.46752,0
3025044039702,15.749,0.078,95.12430,-25.04331,56392.47467,0
3025044039702,15.740,0.078,95.12429,-25.04333,56392.48183,0
3025044039702,15.762,0.079,95.12433,-25.04337,56392.48911,0
3025044039702,15.653,0.076,95.12434,-25.04332,56422.38775,0
3025044039702,15.705,0.079,95.12431,-25.04331,56422.39500,0
3025044039702,15.693,0.078,95.12435,-25.04334,56422.40212,0
3025044039702,15.770,0.079,95.12429,-25.04329,56422.40944,0
3025044039702,15.695,0.081,95.12432,-25.04332,55244.54747,0
3025044039702,15.759,0.083,95.12428,-25.04328,55244.56024,0
3025044039702,15.797,0.084,95.12429,-25.04330,55244.57301,0
3025044039702,15.797,0.086,95.12427,-25.04327,55305.38317,0
3025044039702,15.798,0.087,95.12429,-25.04328,55305.39027,0
3025044039702,15.801,0.087,95.12429,-25.04329,55305.39738,0
