###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58841.451894  17.048  0.021   551   12 c  0   0.90  94.91624 -24.69652   109.69  2367.85 2.58 2.41 -62.3 -0.406 19.71 21.81 02a58841o0572c
58841.457418  17.092  0.019   528   10 c  0   1.73  94.91624 -24.69652   170.14  2445.42 2.75 2.47 -60.5 -0.404 19.72 21.80 02a58841o0584c
58841.459808  17.060  0.019   544   11 c  0   2.04  94.91624 -24.69652 10076.03  2451.60 2.90 2.41 -60.2 -0.405 19.70 21.76 02a58841o0589c
58841.463514  17.061  0.022   544   12 c  0   1.15  94.91624 -24.69652 10057.65  2414.43 2.94 2.50 -61.0 -0.400 19.66 21.75 02a58841o0597c
58841.469019  17.107  0.021   521   11 c  0   1.25  94.91624 -24.69652   192.59  2334.01 2.76 2.50 -62.4 -0.401 19.68 21.77 02a58841o0609c
58841.469476  17.124  0.025   513   13 c  0   1.01  94.91624 -24.69652 10116.75  2493.92 2.95 2.58 -60.1 -0.402 19.60 21.73 02a58841o0610c
58841.480119  17.172  0.027   491   13 c  0   0.96  94.91624 -24.69652 10140.82  2379.33 2.99 2.52 -57.4 -0.404 19.63 21.73 02a58841o0633c
58845.489075  17.732  0.035   293   10 c  0   0.99  94.91624 -24.69652  2072.79  2368.59 2.45 2.32 -82.2 -0.406 19.76 21.87 02a58845o0642c
58845.491851  17.622  0.029   324   10 c  0   1.54  94.91624 -24.69652  2055.41  2328.70 2.54 2.38 -73.7 -0.406 19.76 21.87 02a58845o0648c
58845.497462  17.600  0.031   331   10 c  0   0.93  94.91624 -24.69652  2112.93  2411.11 2.51 2.35 -77.2 -0.403 19.76 21.88 02a58845o0660c
58845.511256  17.250  0.025   457   11 c  0   1.17  94.91624 -24.69652  2135.45  2292.88 2.46 2.31 -80.7 -0.408 19.76 21.85 02a58845o0689c
58851.453946  16.681  0.018   772   14 o  0   1.45  94.91624 -24.69652  7059.21  9802.50 2.81 2.24 -78.2 -0.382 19.61 21.40 01a58851o0431o
58851.457175  16.745  0.020   728   14 o  0   1.31  94.91624 -24.69652  7078.37  9841.05 3.03 2.50 -71.6 -0.361 19.49 21.39 01a58851o0438o
58851.462765  16.737  0.015   733   11 o  0   2.68  94.91624 -24.69652  7020.27  9762.01 2.53 1.98 -72.8 -0.389 19.75 21.39 01a58851o0450o
58851.477546  16.830  0.020   673   13 o  0   1.27  94.91624 -24.69652  7001.38  9877.86 2.46 2.02 -75.3 -0.396 19.74 21.42 01a58851o0480o
58855.497633  17.050  0.046   550   25 o  0   1.63  94.91624 -24.69652  7060.08  9799.28 3.59 2.99 -75.5 -0.296 18.51 19.43 01a58855o0362o
58855.501813  16.987  0.052   582   30 o  0   0.65  94.91624 -24.69652  7082.25  9840.79 3.21 2.72 -79.3 -0.337 18.63 19.42 01a58855o0371o
58855.506658  16.910  0.039   625   24 o  0   1.20  94.91624 -24.69652  7023.23  9761.48 3.01 2.48 -75.5 -0.340 18.66 19.39 01a58855o0381o
58855.519190  16.862  0.038   654   25 o  0   1.44  94.91624 -24.69652  7006.13  9879.25 3.39 2.83 -78.9 -0.318 18.58 19.30 01a58855o0407o
58865.459380  17.131  0.028   510   14 o  0   0.89  94.91624 -24.69652  5454.54   658.84 2.10 1.94 -84.8 -0.431 19.47 20.72 02a58865o0179o
58865.462529  17.147  0.028   502   14 o  0   1.10  94.91624 -24.69652  5435.63   618.60 2.12 1.93 -75.0 -0.438 19.45 20.69 02a58865o0184o
58865.467922  17.300  0.032   436   14 o  0   1.03  94.91624 -24.69652  5495.80   696.69 2.15 1.91 -63.7 -0.437 19.45 20.65 02a58865o0195o
58865.479635  17.169  0.029   492   14 o  0   1.27  94.91624 -24.69652  5515.42   579.21 2.14 1.90 -65.5 -0.444 19.40 20.53 02a58865o0219o
58867.408555  17.106  0.024   522   13 o  0   1.17  94.91624 -24.69652  6599.64  8239.06 2.51 2.04 -85.0 -0.425 19.62 21.09 01a58867o0440o
58867.411382  17.072  0.022   539   12 o  0   1.69  94.91624 -24.69652  6619.37  8278.03 2.34 1.91 -81.3 -0.430 19.64 21.09 01a58867o0446o
58867.417645  16.982  0.026   585   15 o  0   0.91  94.91624 -24.69652  6561.87  8199.75 2.38 1.94 -81.4 -0.430 19.64 21.09 01a58867o0459o
58867.428259  16.846  0.021   663   14 o  0   1.50  94.91624 -24.69652  6545.19  8315.61 2.39 1.94 -83.6 -0.432 19.64 21.02 01a58867o0482o
58869.413903  17.158  0.023   498   12 c  0   1.03  94.91624 -24.69652  4138.51  4239.92 2.45 2.35  72.7 -0.403 19.75 21.98 02a58869o0452c
58869.416763  17.172  0.020   491   10 c  0   1.72  94.91624 -24.69652  4119.68  4201.29 2.49 2.41  87.6 -0.402 19.77 22.00 02a58869o0458c
58869.423583  17.272  0.026   448   12 c  0   0.89  94.91624 -24.69652  4176.79  4279.73 2.42 2.32  77.7 -0.403 19.78 21.98 02a58869o0472c
58869.436497  17.532  0.028   353   10 c  0   1.69  94.91624 -24.69652  4196.94  4164.52 2.54 2.43  71.2 -0.398 19.76 21.96 02a58869o0498c
58871.360601  17.056  0.024   547   13 o  0   1.17  94.91624 -24.69652  4022.17  2310.55 2.42 2.06  76.0 -0.409 19.62 21.19 01a58871o0307o
58871.367296  17.166  0.025   494   12 o  0   1.30  94.91624 -24.69652  6618.73  8283.98 2.49 2.22 -84.4 -0.426 19.59 21.18 01a58871o0321o
58871.370533  17.061  0.023   544   12 o  0   1.85  94.91624 -24.69652  6561.47  8205.39 2.47 2.23 -83.9 -0.425 19.60 21.18 01a58871o0328o
58871.385170  16.942  0.022   607   14 o  0   1.10  94.91624 -24.69652  6541.92  8320.13 2.34 2.06 -87.3 -0.427 19.63 21.18 01a58871o0349o
58873.392026  17.260  0.025   453   11 c  0   1.18  94.91624 -24.69652  4137.90  4234.86 2.47 2.33  58.0 -0.399 19.70 21.69 02a58873o0403c
58873.394850  17.330  0.026   425   11 c  0   1.14  94.91624 -24.69652  4118.87  4194.36 2.47 2.33  53.5 -0.401 19.75 21.68 02a58873o0409c
58873.400039  17.400  0.029   398   12 c  0   0.86  94.91624 -24.69652  4177.85  4275.28 2.48 2.33  58.8 -0.400 19.74 21.68 02a58873o0420c
58873.411161  17.709  0.034   300   10 c  0   1.42  94.91624 -24.69652  4200.17  4161.20 2.48 2.35  63.5 -0.400 19.72 21.66 02a58873o0444c
58875.455459  17.110  0.029   520   15 o  0   1.12  94.91624 -24.69652  3760.11  4382.78 2.53 2.25 -88.4 -0.399 19.39 20.74 01a58875o0475o
58875.460554  17.119  0.030   516   15 o  0   0.94  94.91624 -24.69652  3779.87  4421.79 2.44 2.18 -82.7 -0.403 19.41 20.75 01a58875o0484o
58875.463465  17.202  0.032   478   15 o  0   1.05  94.91624 -24.69652  3723.27  4344.05 2.42 2.25 -79.3 -0.401 19.42 20.74 01a58875o0490o
58875.477951  17.002  0.027   575   16 o  0   1.38  94.91624 -24.69652  3702.62  4462.09 2.86 2.51 -78.3 -0.392 19.26 20.79 01a58875o0519o
58877.332035  17.042  0.022   554   12 c  0   1.86  94.91624 -24.69652  9168.05 10260.91 3.05 2.80 -79.1 -0.360 19.70 21.84 02a58877o0273c
58877.334823 -22.370  0.185    -4    1 c  0 13530.97  94.91624 -24.69652  1312.64    37.96 2.73 2.54 -77.1 -0.376 19.63 21.80 02a58877o0279c
58877.335279  17.053  0.027   548   14 c  0   1.35  94.91624 -24.69652  9188.59 10300.59 3.10 2.86 -75.4 -0.349 19.69 21.84 02a58877o0280c
58877.340554  17.057  0.022   546   12 c  0   1.43  94.91624 -24.69652  1421.66   326.85 2.63 2.40 -75.5 -0.397 19.69 21.84 02a58877o0291c
58877.350138  17.087  0.023   531   12 c  0   1.20  94.91624 -24.69652  1441.02   211.97 2.67 2.43 -79.4 -0.390 19.69 21.84 02a58877o0311c
58877.352967  17.221  0.034   469   16 c  0   1.03  94.91624 -24.69652  9318.74 10468.22 3.12 2.92  50.1 -0.353 19.65 21.81 02a58877o0317c
58879.409900  16.800  0.021   692   14 o  0   1.48  94.91624 -24.69652  3755.63  4387.32 2.34 2.25 -88.8 -0.385 19.55 21.01 01a58879o0420o
58879.413134  16.893  0.021   635   14 o  0   1.70  94.91624 -24.69652  3776.20  4425.83 2.49 2.28 -87.7 -0.390 19.48 20.99 01a58879o0427o
58879.418710  17.006  0.022   572   13 o  0   1.31  94.91624 -24.69652  3716.93  4348.62 2.35 2.22 -81.5 -0.390 19.50 20.93 01a58879o0439o
58879.429398  17.158  0.025   497   12 o  0   1.09  94.91624 -24.69652  3699.87  4464.16 2.44 2.21 -87.1 -0.388 19.46 20.89 01a58879o0462o
58883.368001  16.650  0.026   794   21 o  0   1.11  94.91624 -24.69652  2439.35  7990.13 2.73 2.34 -76.8 -0.398 19.05 19.90 01a58883o0349o
58883.371862  16.718  0.024   746   18 o  0   1.07  94.91624 -24.69652  2458.76  8029.99 2.32 2.06 -75.4 -0.416 19.15 19.88 01a58883o0357o
58883.378524  16.774  0.025   709   17 o  0   1.39  94.91624 -24.69652  2401.67  7952.58 2.50 2.27 -73.9 -0.417 19.06 19.89 01a58883o0370o
58883.388391  16.853  0.027   659   18 o  0   1.57  94.91624 -24.69652  2384.49  8068.25 2.69 2.28 -83.9 -0.396 19.07 19.85 01a58883o0389o
58887.370905  17.360  0.088   413   36 o  0   1.81  94.91624 -24.69652  2441.84  7995.03 3.73 3.28 -85.9 -0.290 18.16 18.86 01a58887o0350o
58887.374611  17.176  0.065   489   32 o  0   1.40  94.91624 -24.69652  2460.22  8034.03 3.19 2.79 -87.8 -0.335 18.33 18.85 01a58887o0357o
58887.382521  17.334  0.088   423   37 o  0   0.97  94.91624 -24.69652  2403.14  7956.32 3.19 2.80 -87.9 -0.336 18.30 18.82 01a58887o0373o
58887.394250  17.143  0.078   504   39 o  0   1.23  94.91624 -24.69652  2383.06  8071.12 3.54 2.93 -86.3 -0.310 18.25 18.77 01a58887o0397o
58891.408027  16.605  0.026   828   22 o  0   1.54  94.91624 -24.69652  9488.06  2151.57 2.32 2.06 -87.2 -0.394 18.81 19.27 01a58891o0079o
58891.411900  16.627  0.031   811   25 o  0   0.96  94.91624 -24.69652  9503.10  2192.93 2.54 2.11 -88.6 -0.390 18.74 19.25 01a58891o0086o
58891.417073  16.617  0.037   819   31 o  0   0.81  94.91624 -24.69652  9446.36  2114.33 2.48 2.13 -82.1 -0.400 18.72 19.21 01a58891o0097o
58891.430477  16.762  0.042   716   30 o  0   1.08  94.91624 -24.69652  9427.36  2232.56 2.81 2.39 -87.2 -0.378 18.47 19.08 01a58891o0126o
58895.374363  16.708  0.020   753   15 o  0   1.09  94.91624 -24.69652  9481.40  2151.17 2.45 2.31 -73.8 -0.387 19.60 21.10 01a58895o0015o
58895.377605  16.673  0.018   778   14 o  0   1.76  94.91624 -24.69652  9496.54  2190.75 2.53 2.11 -83.9 -0.403 19.58 21.08 01a58895o0021o
58895.387778  16.642  0.019   800   15 o  0   2.12  94.91624 -24.69652  9440.53  2113.78 2.72 2.29 -79.0 -0.389 19.48 21.02 01a58895o0041o
58895.394354  16.689  0.021   766   16 o  0   1.12  94.91624 -24.69652  9425.31  2231.35 2.63 2.30 -81.7 -0.397 19.48 20.99 01a58895o0055o
58903.234226  16.751  0.019   724   13 o  0   1.90  94.91624 -24.69652  3086.41  8292.80 2.31 2.18 -82.0 -0.400 19.51 20.95 01a58903o0062o
58903.238429  16.764  0.019   715   14 o  0   1.80  94.91624 -24.69652  3067.38  8254.60 2.17 2.00 -89.4 -0.416 19.65 21.00 01a58903o0070o
58903.248223  16.853  0.021   659   14 o  0   1.81  94.91624 -24.69652  3125.43  8333.08 2.21 2.00 -89.2 -0.411 19.62 21.04 01a58903o0090o
58903.258638  17.013  0.024   569   13 o  0   1.31  94.91624 -24.69652  3143.81  8218.73 2.39 2.16 -86.5 -0.416 19.51 21.07 01a58903o0111o
58905.298141  17.233  0.028   464   13 c  0   0.71  94.91624 -24.69652  9072.29  6550.61 2.88 2.64 -70.9 -0.395 19.63 21.70 02a58905o0196c
58905.300885  17.254  0.028   456   13 c  0   0.99  94.91624 -24.69652  9053.64  6512.47 2.81 2.59 -74.4 -0.400 19.66 21.70 02a58905o0202c
58905.305458  17.382  0.031   405   12 c  0   0.98  94.91624 -24.69652  9113.06  6592.32 2.97 2.61 -65.1 -0.395 19.63 21.70 02a58905o0212c
58905.313251  17.551  0.033   346   12 c  0   1.26  94.91624 -24.69652  9134.08  6475.57 3.08 2.73 -64.5 -0.390 19.62 21.70 02a58905o0229c
58907.347404  16.895  0.018   634   12 o  0   2.37  94.91624 -24.69652  5700.52  4280.49 2.29 1.99 -88.8 -0.393 19.53 20.96 01a58907o0258o
58907.352518  17.024  0.022   563   12 o  0   1.50  94.91624 -24.69652  5716.44  4318.23 2.57 2.20  86.6 -0.385 19.42 20.93 01a58907o0268o
58907.364112  17.242  0.028   460   13 o  0   1.06  94.91624 -24.69652  5661.55  4240.78 2.20 1.95 -89.0 -0.395 19.58 20.91 01a58907o0291o
58907.369215  17.267  0.025   450   11 o  0   1.80  94.91624 -24.69652  5639.95  4358.48 2.32 1.97 -84.7 -0.387 19.50 20.84 01a58907o0301o
58913.302513  16.688  0.026   767   20 o  0   1.56  94.91624 -24.69652  6226.65  2700.19 2.18 1.99  46.8 -0.431 18.88 19.43 02a58913o0112o
58913.305771  16.701  0.034   758   26 o  0   0.74  94.91624 -24.69652  6208.63  2661.80 2.22 2.04  50.7 -0.427 18.89 19.42 02a58913o0119o
58913.310830  16.672  0.023   778   18 o  0   1.95  94.91624 -24.69652  6265.93  2739.35 2.15 1.98  52.1 -0.430 18.89 19.41 02a58913o0130o
58913.323286  16.621  0.037   816   31 o  0   1.06  94.91624 -24.69652  6287.22  2622.92 2.15 2.02 -79.8 -0.417 18.27 18.82 02a58913o0157o
58915.243675  16.673  0.031   778   24 o  0   1.77  94.91624 -24.69652  9311.86   407.49 2.51 2.15 -14.0 -0.312 18.83 19.04 01a58915o0070o
58915.250495  16.645  0.032   798   26 o  0   1.36  94.91624 -24.69652  1321.08 10215.88 2.20 2.08 -41.0 -0.442 18.61 19.08 01a58915o0084o
58915.253823  16.718  0.044   746   32 o  0   0.99  94.91624 -24.69652  1264.49 10139.08 2.20 1.98 -69.3 -0.433 18.41 18.79 01a58915o0091o
58915.263896  16.671  0.030   779   23 o  0   1.55  94.91624 -24.69652  1244.78 10257.78 2.20 2.01 -57.6 -0.460 18.90 19.35 01a58915o0111o
58917.233219  17.136  0.058   508   29 o  0   1.26  94.91624 -24.69652  1370.50  2055.45 2.24 1.99 -59.8 -0.437 18.55 18.77 02a58917o0042o
58917.238550  17.398  0.145   399   58 o  0   1.02  94.91624 -24.69652  9157.10  8451.93 2.50 2.40 -79.9 -0.417 18.51 18.79 02a58917o0053o
58917.242289  17.282  0.113   444   50 o  0   1.64  94.91624 -24.69652  9217.67  8530.68 2.65 2.41 -62.5 -0.409 18.49 18.78 02a58917o0060o
58917.257743  16.946  0.104   605   63 o  0   1.09  94.91624 -24.69652  9237.23  8415.30 2.63 2.36 -68.2 -0.420 18.46 18.74 02a58917o0090o
58919.331558  16.712  0.031   750   23 o  0   1.00  94.91624 -24.69652  1309.98 10173.90 2.22 2.06 -18.3 -0.408 18.66 19.20 01a58919o0248o
58919.336688  16.737  0.038   733   28 o  0   0.92  94.91624 -24.69652  1327.85 10212.39 2.18 2.08 -27.7 -0.419 18.66 19.16 01a58919o0258o
58919.339949  16.658  0.029   789   23 o  0   1.63  94.91624 -24.69652  1271.17 10135.00 2.15 2.06 -31.6 -0.423 18.66 19.14 01a58919o0265o
58919.350586  16.580  0.036   847   30 o  0   0.79  94.91624 -24.69652  1250.01 10253.22 2.01 1.92 -55.0 -0.449 18.72 19.06 01a58919o0287o
58929.287020  17.637  0.037   320   12 c  0   0.76  94.91624 -24.69652  2217.45  4310.35 2.45 2.33  76.1 -0.410 19.63 21.47 02a58929o0144c
58929.289806  17.621  0.037   325   12 c  0   1.01  94.91624 -24.69652  2196.97  4270.44 2.45 2.33  78.5 -0.410 19.61 21.45 02a58929o0150c
58929.295808  17.445  0.030   382   12 c  0   1.87  94.91624 -24.69652  2254.27  4348.66 2.40 2.28  73.8 -0.415 19.61 21.42 02a58929o0163c
58929.306525  17.214  0.025   473   12 c  0   1.62  94.91624 -24.69652  2274.96  4232.08 2.51 2.22 -65.7 -0.414 19.57 21.33 02a58929o0186c
58937.251385  -1.490  1.270 14324555560 18193231150 o  0   1.22  94.91624 -24.69652  4992.92  8220.48 2.90 2.05  44.3 -0.408 -3.30 -2.62 02a58937o0018o
58937.254632  16.394  0.324  1006  326 o  0   1.58  94.91624 -24.69652  4972.67  8181.59 2.65 2.08  47.3 -0.398 15.46 16.12 02a58937o0025o
58939.297699  16.675  0.277   776  215 o  0   1.02  94.91624 -24.69652  8307.32  8404.33 2.20 1.99  56.4 -0.382 16.32 16.51 01a58939o0091o
58939.302062  16.891  0.231   636  147 o  0   1.45  94.91624 -24.69652  8324.50  8458.26 2.24 1.85  82.6 -0.380 16.52 16.71 01a58939o0100o
58939.307625  16.870  0.218   648  141 o  0   1.09  94.91624 -24.69652  8262.99  8398.56 2.24 2.06  67.1 -0.366 16.72 16.98 01a58939o0111o
58939.318311  17.248  0.733   458  336 o  0   1.12  94.91624 -24.69652  8238.70  8549.67 2.34 1.87 -87.3 -0.362 15.75 15.95 01a58939o0133o
58941.277002  16.782  0.029   704   20 o  0   1.12  94.91624 -24.69652  8240.99  4533.51 2.19 2.00  58.1 -0.430 18.99 19.60 02a58941o0103o
58941.280215  16.729  0.030   738   22 o  0   1.18  94.91624 -24.69652  8222.70  4496.55 2.24 2.00  48.4 -0.426 18.96 19.58 02a58941o0110o
58941.285453  16.712  0.030   750   23 o  0   1.05  94.91624 -24.69652  8283.11  4575.84 2.21 2.02  62.3 -0.429 18.96 19.54 02a58941o0121o
58941.297323  16.835  0.031   670   21 o  0   1.31  94.91624 -24.69652  8303.78  4458.55 2.12 2.01  57.6 -0.427 18.92 19.46 02a58941o0146o
58949.248808  17.359  0.031   414   13 c  0   1.19  94.91624 -24.69652  7377.36   555.82 2.97 2.45 -52.3 -0.394 19.34 21.12 02a58949o0058c
58949.288108  17.266  0.050   451   22 c  0   0.91  94.91624 -24.69652  7356.20   515.45 2.90 2.39 -55.1 -0.400 18.97 20.28 02a58949o0072c
58951.227662  16.842  0.044   666   29 o  0   1.73  94.91624 -24.69652  9570.06  4104.37 2.20 1.92  14.0 -0.394 18.48 18.80 01a58951o0017o
58951.230886  16.790  0.029   698   20 o  0   1.59  94.91624 -24.69652  9593.73  4144.43 2.29 1.90  15.5 -0.384 18.86 19.52 01a58951o0024o
58951.236041  16.739  0.023   732   17 o  0   2.50  94.91624 -24.69652  9534.96  4066.56 2.36 1.98  13.1 -0.381 19.12 20.11 01a58951o0035o
58951.246695  16.660  0.028   787   22 o  0   1.13  94.91624 -24.69652  9515.74  4182.37 2.39 1.93  13.3 -0.379 19.14 20.24 01a58951o0056o
58955.243028  16.748  0.030   726   22 o  0   1.27  94.91624 -24.69652  5124.61  9906.91 2.85 2.84 -48.4 -0.371 18.82 20.12 01a58955o0049o
58955.247212  16.785  0.029   702   20 o  0   1.52  94.91624 -24.69652  5138.22  9944.66 2.77 2.66 -36.4 -0.353 18.93 20.21 01a58955o0057o
58955.255090  16.849  0.035   661   23 o  0   1.31  94.91624 -24.69652  5080.47  9867.26 3.09 2.84 -67.7 -0.369 18.87 20.12 01a58955o0073o
58955.265329  16.902  0.033   630   21 o  0   1.30  94.91624 -24.69652  5064.21  9986.06 2.54 2.51 -51.5 -0.373 18.92 20.07 01a58955o0094o
58957.234825  17.377  0.072   407   29 c  0   1.01  94.91624 -24.69652  3570.23   739.99 2.75 2.58 -86.2 -0.384 18.39 19.53 02a58957o0008c
58957.237669  17.286  0.049   442   22 c  0   1.01  94.91624 -24.69652  3551.67   699.77 2.60 2.38 -80.5 -0.393 18.74 19.99 02a58957o0014c
58957.244179  17.224  0.035   468   16 c  0   1.40  94.91624 -24.69652  3608.73   777.32 2.62 2.41 -83.9 -0.398 19.01 20.43 02a58957o0028c
58957.254651  17.105  0.026   522   14 c  0   1.82  94.91624 -24.69652  3618.75   659.15 2.55 2.34 -87.8 -0.400 19.17 20.67 02a58957o0049c
58963.230834 -19.127  3.196   -81  259 o  0   1.19  94.91624 -24.69652  6405.34  6314.44 2.86 2.83 -65.9 -0.378 16.16 16.79 01a58963o0018o
58963.234980  17.876  0.808   257  208 o  0   1.02  94.91624 -24.69652  6425.13  6351.63 3.55 3.28   4.0 -0.341 16.26 17.44 01a58963o0027o
58963.240515  17.132  0.407   510  207 o  0   1.16  94.91624 -24.69652  6365.79  6274.03 3.29 2.95   7.0 -0.353 16.42 17.66 01a58963o0039o
58963.251112  22.768 71.000     3  201 o  0   1.11  94.91624 -24.69652  6345.97  6392.28 3.93 3.68   6.4 -0.316 16.22 17.72 01a58963o0062o
59095.601790  16.705  0.040   755   30 o  0   1.08  94.91624 -24.69652  1082.29  8374.04 2.48 2.26 -13.2 -0.371 18.52 19.18 01a59095o0832o
59095.611555  16.759  0.041   719   30 o  0   1.03  94.91624 -24.69652  1067.00  8337.53 2.92 2.74 -15.1 -0.374 18.45 19.24 01a59095o0853o
59095.627963  16.778  0.039   706   28 o  0   1.08  94.91624 -24.69652  1129.86  8419.20 2.80 2.52  -9.1 -0.361 18.50 19.25 01a59095o0888o
59095.636257  16.888  0.086   638   55 o  0   0.82  94.91624 -24.69652  1153.34  8304.01 2.92 2.79 -19.3 -0.371 17.82 18.31 01a59095o0906o
59097.610490  16.918  0.036   621   22 o  0   1.95  94.91624 -24.69652  4220.43  5922.31 3.12 2.04  33.2 -0.388 18.79 19.34 02a59097o0848o
59097.615999  16.840  0.035   667   23 o  0   1.46  94.91624 -24.69652  4238.92  5960.28 2.93 1.95  34.2 -0.401 18.84 19.39 02a59097o0860o
59097.633028  16.673  0.037   778   29 o  0   1.12  94.91624 -24.69652  4180.23  5881.42 2.86 1.94  33.3 -0.392 18.62 18.97 02a59097o0897o
59097.639021  16.696  0.076   761   58 o  0   1.37  94.91624 -24.69652  4160.74  5997.31 2.89 1.95  31.7 -0.387 17.78 17.71 02a59097o0910o
59103.606848  17.115  0.030   517   16 o  0   1.62  94.91624 -24.69652  3066.31  8306.56 2.15 2.01 -24.5 -0.403 19.19 20.08 01a59103o0854o
59103.624503  16.889  0.026   638   16 o  0   1.30  94.91624 -24.69652  3051.75  8270.18 2.13 2.05 -53.0 -0.408 19.27 20.20 01a59103o0892o
59103.628655  16.848  0.025   662   16 o  0   1.05  94.91624 -24.69652  3112.41  8349.71 2.16 1.92 -17.3 -0.387 19.22 20.04 01a59103o0901o
59103.639245  16.872  0.062   647   40 o  0   1.01  94.91624 -24.69652  3135.00  8233.96 2.09 1.97 -33.2 -0.423 18.11 18.24 01a59103o0924o
59105.617617  16.735  0.020   734   15 o  0   1.44  94.91624 -24.69652  1467.40  4000.59 2.14 1.95  28.8 -0.447 19.39 20.46 02a59105o0864o
59105.623663  16.744  0.019   728   14 o  0   1.78  94.91624 -24.69652  1485.42  4038.45 2.09 1.94  26.0 -0.451 19.41 20.45 02a59105o0877o
59105.628177  16.761  0.025   717   18 o  0   0.62  94.91624 -24.69652  1425.01  3962.41 2.09 1.92  27.0 -0.449 19.34 20.33 02a59105o0886o
59105.636914  16.935  0.032   611   20 o  0   1.53  94.91624 -24.69652  1405.43  4077.38 2.11 1.89  28.3 -0.461 18.80 19.26 02a59105o0905o
59107.609481  16.750  0.016   724   12 o  0   2.91  94.91624 -24.69652  4890.64  6284.61 2.14 1.97 -16.8 -0.390 19.58 20.81 01a59107o0842o
59107.615040  16.685  0.018   770   14 o  0   1.24  94.91624 -24.69652  4872.10  6247.39 2.11 2.02 -48.8 -0.395 19.58 20.86 01a59107o0854o
59107.631497  16.626  0.017   812   14 o  0   2.13  94.91624 -24.69652  4934.38  6324.81 2.07 1.92 -16.2 -0.392 19.43 20.37 01a59107o0889o
59107.638865  16.689  0.044   766   34 o  0   0.71  94.91624 -24.69652  4956.04  6209.73 2.17 2.03 -19.2 -0.390 18.41 18.63 01a59107o0905o
59109.611814  17.361  0.032   412   13 c  0   1.07  94.91624 -24.69652  4315.46  7855.00 2.70 2.51  30.9 -0.386 19.55 21.38 02a59109o0871c
59109.617323  17.471  0.033   373   12 c  0   1.37  94.91624 -24.69652  4333.04  7893.87 2.68 2.43  37.2 -0.384 19.57 21.41 02a59109o0883c
59109.634260  17.611  0.044   328   14 c  0   0.84  94.91624 -24.69652  4276.89  7814.53 2.55 2.32  33.7 -0.390 19.35 20.87 02a59109o0919c
59109.638416  17.441  0.062   383   24 c  0   0.94  94.91624 -24.69652  4257.99  7931.09 2.52 2.32  31.3 -0.391 18.82 20.07 02a59109o0928c
59111.607484  16.717  0.035   747   26 o  0   1.44  94.91624 -24.69652  4892.17  6285.27 2.08 1.89  -0.4 -0.380 18.68 19.69 01a59111o0864o
59111.625995  16.690  0.018   766   14 o  0   1.88  94.91624 -24.69652  4877.44  6248.51 2.33 1.90  -8.2 -0.366 19.52 20.66 01a59111o0904o
59111.630144  16.684  0.019   770   15 o  0   1.13  94.91624 -24.69652  4935.52  6325.73 2.01 1.81 -12.5 -0.390 19.57 20.57 01a59111o0913o
59113.611181  17.431  0.038   387   15 c  0   0.94  94.91624 -24.69652  4314.64  7855.23 2.73 2.53  23.8 -0.380 19.40 21.32 02a59113o0810c
59113.616289  17.314  0.036   431   16 c  0   1.08  94.91624 -24.69652  4332.18  7894.18 2.85 2.45  35.4 -0.368 19.26 21.17 02a59113o0821c
59113.627301  17.201  0.042   478   20 c  0   1.20  94.91624 -24.69652  4277.56  7814.72 2.61 2.51  28.7 -0.386 18.87 20.69 02a59113o0845c
59113.632331  17.158  0.044   498   22 c  0   1.37  94.91624 -24.69652  4256.59  7932.34 2.79 2.68  34.0 -0.384 18.91 20.72 02a59113o0856c
59115.617317  16.765  0.025   714   18 o  0   1.11  94.91624 -24.69652  9310.77   425.05 2.30 2.06 -53.2 -0.392 19.48 20.42 01a59115o0859o
59115.621510  16.789  0.022   699   15 o  0   1.86  94.91624 -24.69652  9291.60   386.01 2.30 2.06 -44.5 -0.385 19.47 20.40 01a59115o0868o
59115.626606  16.921  0.025   619   15 o  0   1.94  94.91624 -24.69652  9350.75   463.75 2.34 2.12 -39.9 -0.383 19.44 20.41 01a59115o0879o
59115.641008  17.215  0.073   472   34 o  0   1.31  94.91624 -24.69652  9371.40   344.73 2.38 2.17 -54.3 -0.378 18.33 18.50 01a59115o0910o
59117.613120  17.138  0.025   507   13 c  0   1.11  94.91624 -24.69652  1366.29  2059.11 2.58 2.34 -62.0 -0.406 19.48 21.25 02a59117o0778c
59117.618627  17.114  0.027   518   14 c  0   0.94  94.91624 -24.69652  1384.78  2097.81 2.55 2.32 -61.3 -0.408 19.51 21.28 02a59117o0790c
59117.632065  17.063  0.022   543   12 c  0   1.67  94.91624 -24.69652  1330.11  2017.46 2.65 2.36 -60.4 -0.403 19.45 21.11 02a59117o0819c
59117.638415  17.048  0.033   551   18 c  0   0.91  94.91624 -24.69652  1311.04  2133.48 2.66 2.43 -59.7 -0.405 18.95 20.30 02a59117o0832c
59119.577973  16.688  0.021   767   16 o  0   1.25  94.91624 -24.69652  9307.31   431.71 2.41 2.25 -55.8 -0.392 19.62 21.05 01a59119o0744o
59119.581202  16.698  0.019   760   14 o  0   2.19  94.91624 -24.69652  9287.08   391.41 2.43 2.16 -71.1 -0.414 19.71 21.06 01a59119o0751o
