###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59690.724782   1.576  0.933 -15508156075 14466563503 o  0   0.78  94.91624 -24.69652 10140.07  6279.60 2.89 2.39 -62.4 -0.354 -3.05 -2.01 03a59691o0033o
59690.727652  17.068  0.556   541  301 o  0   1.23  94.91624 -24.69652   265.76  6015.50 2.46 2.26 -37.4 -0.404 16.11 17.30 03a59691o0037o
59690.739673  17.244  0.672   460  309 o  0   1.00  94.91624 -24.69652   242.06  6132.18 2.50 2.30 -42.1 -0.395 16.13 17.49 03a59691o0058o
59692.965500  16.643  0.116   800   93 o  0   1.00  94.91624 -24.69652  5143.35  9893.29 2.99 2.26 -74.5 -0.424 17.38 17.24 04a59693o0027o
59692.968630  16.746  0.078   727   56 o  0   1.08  94.91624 -24.69652  5161.18  9932.77 2.95 2.28 -74.8 -0.432 17.84 18.13 04a59693o0033o
59692.975204  16.697  0.042   760   32 o  0   1.08  94.91624 -24.69652  5102.78  9851.96 2.94 2.18 -76.9 -0.406 18.64 19.50 04a59693o0045o
59692.987244  16.769  0.033   712   24 o  0   1.05  94.91624 -24.69652  5079.55  9964.58 3.13 2.42 -83.5 -0.372 18.90 20.26 04a59693o0068o
59694.007413  17.126  0.040   512   20 o  0   0.78  94.91624 -24.69652  5134.39  9883.68 3.14 2.21 -80.7 -0.389 19.08 20.61 04a59694o0120o
59694.010773  17.055  0.035   547   19 o  0   1.14  94.91624 -24.69652  5151.42  9922.00 2.97 2.15 -80.9 -0.393 19.16 20.59 04a59694o0127o
59694.016415  16.938  0.031   609   19 o  0   1.44  94.91624 -24.69652  5091.18  9844.76 2.96 2.27 -83.4 -0.393 19.07 20.61 04a59694o0139o
59694.026948  16.774  0.028   709   20 o  0   1.41  94.91624 -24.69652  5065.94  9962.63 2.77 2.02 -78.3 -0.403 19.16 20.56 04a59694o0161o
59697.003812  17.115  0.036   517   19 o  0   1.28  94.91624 -24.69652  6446.46  6301.37 2.47 2.18 -62.5 -0.415 18.97 20.27 04a59697o0116o
59697.006562  17.176  0.042   489   20 o  0   0.97  94.91624 -24.69652  6464.15  6339.53 2.56 2.28 -63.6 -0.396 18.95 20.29 04a59697o0122o
59697.013486  17.143  0.038   504   19 o  0   1.10  94.91624 -24.69652  6401.03  6262.52 2.38 2.13 -58.5 -0.410 18.96 20.25 04a59697o0137o
59697.024001  16.990  0.033   581   19 o  0   1.24  94.91624 -24.69652  6374.83  6378.69 2.47 2.27 -63.4 -0.406 18.93 20.24 04a59697o0159o
59698.707260  16.859  0.110   655   72 o  0   0.95  94.91624 -24.69652   369.89  8006.25 2.91 2.41 -39.9 -0.394 17.58 17.44 03a59699o0028o
59698.710387  16.878  0.069   644   45 o  0   1.08  94.91624 -24.69652   388.54  8042.95 2.86 2.45 -35.0 -0.377 18.08 18.29 03a59699o0034o
59698.716467  16.857  0.042   656   27 o  0   1.07  94.91624 -24.69652   332.54  7963.66 2.80 2.41 -37.0 -0.390 18.80 19.58 03a59699o0046o
59698.727641  16.762  0.026   716   19 o  0   1.30  94.91624 -24.69652   310.57  8079.67 2.86 2.44 -37.7 -0.398 19.18 20.38 03a59699o0068o
59699.738538  16.760  0.022   718   16 o  0   2.25  94.91624 -24.69652 10271.26  8275.89 2.63 2.19 -66.7 -0.458 19.34 20.59 03a59700o0097o
59699.741308  16.768  0.024   712   17 o  0   2.36  94.91624 -24.69652 10291.09  8315.81 2.58 2.17 -65.7 -0.467 19.38 20.64 03a59700o0103o
59699.743723  16.736  0.020   734   14 o  0   2.06  94.91624 -24.69652   379.64  8010.49 2.47 2.15 -35.7 -0.404 19.40 20.68 03a59700o0108o
59699.747012  16.797  0.025   694   17 o  0   1.61  94.91624 -24.69652   398.72  8049.02 2.45 2.13 -32.4 -0.402 19.39 20.66 03a59700o0115o
59699.747468  16.800  0.026   692   18 o  0   1.80  94.91624 -24.69652 10235.67  8231.84 2.60 2.17 -66.8 -0.465 19.38 20.58 03a59700o0116o
59699.752180  16.804  0.021   689   14 o  0   2.25  94.91624 -24.69652   344.03  7970.81 2.43 2.10 -32.8 -0.402 19.37 20.63 03a59700o0126o
59699.757499  16.917  0.030   621   18 o  0   1.74  94.91624 -24.69652 10216.29  8344.95 2.63 2.21 -64.9 -0.468 19.32 20.52 03a59700o0137o
59699.765362  17.053  0.030   548   17 o  0   1.09  94.91624 -24.69652   324.05  8086.50 2.56 2.17 -32.7 -0.395 19.30 20.53 03a59700o0153o
59701.990296  16.684  0.026   770   20 o  0   1.31  94.91624 -24.69652  6443.16  6297.88 2.44 2.14 -61.6 -0.411 19.02 20.31 04a59702o0093o
59701.993490  16.679  0.026   774   20 o  0   1.23  94.91624 -24.69652  6459.98  6336.66 2.52 2.27 -61.2 -0.404 18.97 20.30 04a59702o0100o
59702.000599  16.662  0.025   786   20 o  0   1.47  94.91624 -24.69652  6397.94  6259.25 2.55 2.30 -60.4 -0.387 18.97 20.33 04a59702o0115o
59702.010934  16.679  0.026   773   20 o  0   1.04  94.91624 -24.69652  6372.47  6375.71 2.44 2.18 -65.2 -0.403 18.95 20.25 04a59702o0137o
59702.739120  16.666  0.023   782   18 o  0   2.51  94.91624 -24.69652 10268.57  8274.30 2.82 2.33 -68.1 -0.460 19.24 20.40 03a59703o0099o
59702.742843  16.781  0.029   704   20 o  0   1.27  94.91624 -24.69652 10289.07  8313.99 2.83 2.35 -67.2 -0.453 19.20 20.41 03a59703o0107o
59702.743754  16.736  0.026   734   19 o  0   0.93  94.91624 -24.69652   378.43  8011.08 2.55 2.24 -37.1 -0.395 19.21 20.46 03a59703o0109o
59702.746944  16.595  0.019   836   16 o  0   2.19  94.91624 -24.69652   396.47  8049.60 2.65 2.25 -37.8 -0.390 19.22 20.43 03a59703o0116o
59702.748424  16.738  0.025   733   18 o  0   1.96  94.91624 -24.69652 10234.07  8231.48 2.78 2.31 -63.5 -0.451 19.18 20.35 03a59703o0119o
59702.753016  16.731  0.024   737   18 o  0   1.14  94.91624 -24.69652   343.79  7973.75 2.50 2.20 -35.4 -0.392 19.23 20.35 03a59703o0129o
59702.760562  16.844  0.034   664   23 o  0   1.40  94.91624 -24.69652 10215.78  8341.17 2.91 2.43 -66.3 -0.457 19.14 20.30 03a59703o0145o
59702.763828  16.858  0.025   656   16 o  0   2.48  94.91624 -24.69652   322.66  8085.43 2.71 2.28 -35.5 -0.395 19.20 20.36 03a59703o0152o
59705.008276  16.527  0.033   889   29 o  0   2.55  94.91624 -24.69652  9170.43 10234.77 2.45 2.32 -72.6 -0.469 18.92 19.98 04a59705o0009o
59705.011952  16.410  0.030   991   30 o  0   3.05  94.91624 -24.69652  9187.47 10275.44 2.47 2.32 -80.9 -0.453 18.87 19.95 04a59705o0017o
59705.012402  16.590  0.032   840   27 o  0   1.51  94.91624 -24.69652  9187.24 10275.63 2.52 2.33 -86.1 -0.453 18.83 19.89 04a59705o0018o
59705.022490  16.664  0.038   784   30 o  0   1.77  94.91624 -24.69652  9101.91 10316.12 2.74 2.33 -83.5 -0.436 18.52 19.52 04a59705o0040o
59705.022940 -17.516  0.151  -358   54 o  0  33.32  94.91624 -24.69652  1318.90    33.77 2.85 1.94  42.8 -0.441 18.64 19.78 04a59705o0041o
59705.038978  16.722  0.036   743   26 o  0   2.73  94.91624 -24.69652  1227.21    78.57 2.78 1.87  40.6 -0.452 19.02 20.02 04a59705o0076o
59709.994516  16.758  0.047   719   34 o  0   1.61  94.91624 -24.69652  9168.29 10235.56 2.43 2.36 -26.8 -0.486 18.75 19.47 04a59710o0108o
59709.998330  16.743  0.056   729   41 o  0   1.02  94.91624 -24.69652  9185.36 10275.40 2.57 2.46 -86.0 -0.463 18.71 19.43 04a59710o0116o
59710.003550  17.098  0.051   526   27 o  0   1.60  94.91624 -24.69652  9123.45 10197.17 2.63 2.39 -86.4 -0.439 18.67 19.39 04a59710o0127o
59710.006882 -16.157  0.073 -1251   91 o  0  70.11  94.91624 -24.69652  1317.36    32.57 3.27 1.94  45.3 -0.402 18.77 19.59 04a59710o0134o
59710.016852  16.781  0.056   704   40 o  0   1.32  94.91624 -24.69652  9093.84 10318.22 2.52 2.40 -87.0 -0.462 18.64 19.29 04a59710o0155o
59710.023345  16.946  0.058   605   35 o  0   1.59  94.91624 -24.69652  1226.36    78.40 3.35 2.04  44.5 -0.380 18.69 19.44 04a59710o0169o
59717.975908  14.832  1.778  4237 7532 o  0   0.83  94.91624 -24.69652  3609.69  2427.56 2.88 2.78  39.3 -0.382 12.42 14.08 04a59718o0075o
59717.979670   0.736  1.300 -7149433522 9294263578 o  0   1.43  94.91624 -24.69652  3626.83  2467.41 2.96 2.82  38.4 -0.380 -2.95 -1.28 04a59718o0083o
59717.984779  -1.459  0.521 13913216798 7242496416 o  0   1.19  94.91624 -24.69652  3561.23  2387.41 2.37 2.25  51.1 -0.428 -3.00 -1.14 04a59718o0094o
59725.958375  16.571  0.040   854   34 o  0   1.11  94.91624 -24.69652  4253.24  5904.47 2.34 2.05 -73.8 -0.408 18.41 18.82 04a59726o0043o
59725.962517  16.661  0.034   786   27 o  0   1.22  94.91624 -24.69652  4270.65  5944.42 2.49 2.15 -76.6 -0.419 18.66 19.50 04a59726o0052o
59725.968015  16.644  0.027   798   22 o  0   1.37  94.91624 -24.69652  4208.68  5868.62 2.40 2.15 -74.0 -0.419 18.94 19.99 04a59726o0064o
59725.978043  16.743  0.024   729   17 o  0   2.63  94.91624 -24.69652  4183.58  5989.26 2.47 2.18 -78.8 -0.407 18.98 20.15 04a59726o0086o
59726.697075  16.892  0.161   636  102 o  0   0.85  94.91624 -24.69652  4949.91  9925.51 2.50 2.34 -41.2 -0.414 17.09 16.63 03a59727o0032o
59726.700758  16.604  0.061   829   50 o  0   1.14  94.91624 -24.69652  4969.47  9964.12 2.46 2.28 -39.6 -0.406 17.82 17.66 03a59727o0040o
59726.706759  16.667  0.040   782   31 o  0   1.05  94.91624 -24.69652  4917.41  9883.92 2.43 2.27 -38.3 -0.401 18.44 18.82 03a59727o0053o
59726.717364  16.768  0.029   712   20 o  0   1.78  94.91624 -24.69652  4900.15  9997.14 2.47 2.30 -37.2 -0.403 18.94 19.84 03a59727o0076o
59731.700532  17.114  0.198   518  103 o  0   1.09  94.91624 -24.69652  6358.19  6419.75 2.45 2.35 -47.7 -0.480 17.18 16.79 03a59732o0044o
59731.705996  16.948  0.092   604   56 o  0   1.00  94.91624 -24.69652  6304.87  6340.03 2.46 2.33 -51.5 -0.475 17.91 17.95 03a59732o0056o
59731.717468  16.679  0.037   773   28 o  0   1.12  94.91624 -24.69652  6287.56  6451.38 2.50 2.32 -39.2 -0.455 18.62 19.28 03a59732o0081o
59734.694704  16.778  0.231   706  163 o  0   0.88  94.91624 -24.69652  6340.14  6378.55 2.42 2.33 -58.2 -0.482 16.64 16.15 03a59735o0030o
59734.697944   2.481  1.297 -35681190432 46284128158 o  0   1.28  94.91624 -24.69652  6359.91  6416.36 2.27 2.10 -53.1 -0.509 -4.51 -5.01 03a59735o0037o
59734.704775  17.099  0.099   525   52 o  0   1.26  94.91624 -24.69652  6304.29  6335.22 2.33 2.18 -26.8 -0.493 17.85 18.23 03a59735o0052o
59734.714954  16.921  0.047   619   29 o  0   1.09  94.91624 -24.69652  6285.91  6446.75 2.32 2.09 -45.8 -0.447 18.53 19.25 03a59735o0074o
59800.143750  16.784  0.023   702   16 o  0   2.19  94.91624 -24.69652  8224.12  4552.78 2.51 2.31 -40.3 -0.415 19.19 20.44 03a59800o0867o
59800.147059  16.739  0.024   732   17 o  0   1.46  94.91624 -24.69652  8205.76  4513.96 2.35 2.18 -36.0 -0.438 19.25 20.50 03a59800o0874o
59800.165046  16.995  0.031   578   18 o  0   1.12  94.91624 -24.69652  8264.99  4588.93 2.33 2.24 -32.1 -0.442 19.22 20.36 03a59800o0912o
59800.176119  17.229  0.051   466   24 o  0   1.08  94.91624 -24.69652  8288.41  4472.72 2.25 2.14 -35.6 -0.455 18.71 19.21 03a59800o0936o
59802.383491  17.349  1.342   417  560 o  0   1.12  94.91624 -24.69652  4045.02  2328.25 2.41 2.30  55.1 -0.428 15.21 15.10 04a59802o0908o
59802.392443  16.832  0.067   672   45 o  0   1.43  94.91624 -24.69652  4021.80  2289.37 2.22 2.10  54.7 -0.421 17.67 18.34 04a59802o0927o
59802.396586  16.703  0.046   757   35 o  0   1.14  94.91624 -24.69652  4080.99  2366.63 2.13 2.06  38.2 -0.412 18.14 18.58 04a59802o0936o
59802.413214  16.627  0.276   812  224 o  0   1.16  94.91624 -24.69652  4096.20  2250.85 2.17 2.01  55.0 -0.442 16.08 16.16 04a59802o0972o
59805.409839  16.674  0.031   777   24 o  0   1.55  94.91624 -24.69652  4041.20  2327.53 1.96 1.84  45.7 -0.422 18.75 19.50 04a59805o0928o
59805.413448  16.640  0.030   802   24 o  0   0.97  94.91624 -24.69652  4020.42  2287.80 2.01 1.90  44.7 -0.416 18.72 19.49 04a59805o0936o
59805.420904  16.693  0.028   763   21 o  0   2.03  94.91624 -24.69652  4078.69  2365.90 1.92 1.83  47.9 -0.416 18.63 19.27 04a59805o0952o
59805.428412  16.652  0.040   793   32 o  0   1.33  94.91624 -24.69652  4095.74  2249.60 1.99 1.85  50.3 -0.420 18.22 18.58 04a59805o0968o
59808.150196  16.862  0.030   654   19 o  0   1.37  94.91624 -24.69652  7430.67   569.42 2.35 2.12 -13.9 -0.430 19.11 20.03 03a59808o0826o
59808.154272  16.737  0.024   733   18 o  0   1.72  94.91624 -24.69652  7411.78   530.99 2.35 2.14 -12.0 -0.430 19.10 20.03 03a59808o0832o
59808.161852  16.766  0.027   714   19 o  0   1.49  94.91624 -24.69652  7467.57   609.88 2.30 2.12  -7.9 -0.426 19.01 19.85 03a59808o0845o
59819.108713  16.812  0.026   684   18 o  0   1.09  94.91624 -24.69652  3619.15   674.72 2.76 2.59 -61.9 -0.359 19.13 20.46 03a59819o0826o
59819.111867  16.778  0.023   706   16 o  0   1.28  94.91624 -24.69652  3602.31   633.74 2.40 2.26 -43.1 -0.381 19.29 20.46 03a59819o0833o
59819.117816  16.739  0.024   732   18 o  0   0.99  94.91624 -24.69652  3659.65   712.76 2.49 2.33 -28.6 -0.389 19.22 20.46 03a59819o0846o
59819.128192  16.734  0.023   736   17 o  0   0.85  94.91624 -24.69652  3681.11   595.80 2.48 2.39 -39.7 -0.372 19.21 20.44 03a59819o0867o
59824.122116  16.944  0.027   606   16 o  0   1.15  94.91624 -24.69652  2869.42  6257.13 2.43 2.21 -47.6 -0.403 19.31 20.78 03a59824o0761o
59824.125303  16.999  0.027   576   15 o  0   1.64  94.91624 -24.69652  2850.89  6217.78 2.37 2.14 -51.0 -0.409 19.33 20.79 03a59824o0768o
59824.145634  17.064  0.032   542   17 o  0   1.21  94.91624 -24.69652  2908.45  6294.18 2.46 2.35 -50.2 -0.420 19.36 20.82 03a59824o0812o
59824.154487  16.899  0.031   632   19 o  0   0.96  94.91624 -24.69652  2926.68  6181.51 2.49 2.29 -46.5 -0.397 19.15 20.39 03a59824o0831o
59828.133732  16.873  0.022   647   14 o  0   1.69  94.91624 -24.69652  2880.59  6259.36 2.30 2.02 -50.1 -0.394 19.60 21.00 03a59828o0334o
59828.143759  16.764  0.020   715   14 o  0   1.94  94.91624 -24.69652  2856.11  6222.48 2.16 1.93 -52.2 -0.415 19.61 20.89 03a59828o0356o
59828.147838  16.793  0.019   697   13 o  0   2.48  94.91624 -24.69652  2911.73  6301.25 2.16 1.95 -55.0 -0.410 19.51 20.71 03a59828o0365o
59828.155659  16.680  0.029   773   23 o  0   1.00  94.91624 -24.69652  2931.60  6187.47 2.18 1.95 -52.3 -0.403 19.06 19.68 03a59828o0380o
59831.125687  17.154  0.038   500   19 o  0   1.53  94.91624 -24.69652  2869.94  6260.79 2.30 2.04 -57.7 -0.394 18.97 19.54 03a59831o0861o
59831.140589  16.900  0.031   631   19 o  0   1.44  94.91624 -24.69652  2853.43  6217.60 2.34 2.11 -52.2 -0.388 18.97 19.59 03a59831o0889o
59831.143758  16.823  0.031   677   21 o  0   1.12  94.91624 -24.69652  2906.18  6299.25 2.32 2.08 -58.0 -0.391 18.96 19.60 03a59831o0896o
59831.149809  16.845  0.034   664   22 o  0   1.22  94.91624 -24.69652  2925.21  6184.73 2.32 2.07 -61.1 -0.400 18.91 19.49 03a59831o0908o
59832.080905  17.269  0.064   449   29 o  0   1.05  94.91624 -24.69652  4029.43  2243.19 2.26 2.10 -46.9 -0.425 18.53 18.83 03a59832o0766o
59832.084061  17.206  0.055   476   26 o  0   1.41  94.91624 -24.69652  4013.64  2202.00 2.33 2.13 -51.6 -0.418 18.53 18.86 03a59832o0773o
59832.089945  17.120  0.055   515   28 o  0   0.91  94.91624 -24.69652  4068.25  2281.13 2.25 2.05 -48.2 -0.411 18.58 18.89 03a59832o0786o
59832.111237  16.766  0.034   714   24 o  0   1.33  94.91624 -24.69652  4091.96  2163.78 2.25 2.08 -49.3 -0.421 18.66 19.02 03a59832o0830o
59835.063274  16.840  0.046   667   30 o  0   0.93  94.91624 -24.69652  4028.13  2247.77 2.25 2.06 -56.4 -0.405 18.56 18.97 03a59835o0732o
59835.080945  17.115  0.043   518   22 o  0   2.33  94.91624 -24.69652  4011.28  2203.93 2.15 1.97 -51.7 -0.423 18.74 19.09 03a59835o0768o
59835.095391  17.212  0.042   474   20 o  0   1.96  94.91624 -24.69652  4069.93  2281.81 2.14 1.95 -53.8 -0.430 18.78 19.19 03a59835o0796o
59835.098596  17.158  0.046   497   23 o  0   0.96  94.91624 -24.69652  4093.12  2165.89 2.10 1.91 -50.6 -0.425 18.81 19.20 03a59835o0803o
59836.130021  16.720  0.031   745   23 o  0   0.88  94.91624 -24.69652  4024.31  2239.97 2.42 2.05  -9.6 -0.398 18.91 19.56 03a59836o0888o
59836.140446  16.714  0.031   749   23 o  0   1.07  94.91624 -24.69652  4006.57  2201.57 2.52 2.10  -8.1 -0.420 18.83 19.55 03a59836o0908o
59836.143621  16.744  0.029   729   21 o  0   1.27  94.91624 -24.69652  4060.71  2280.25 2.40 2.06 -14.0 -0.396 18.86 19.52 03a59836o0915o
59836.148158  16.730  0.028   738   21 o  0   1.20  94.91624 -24.69652  4082.65  2165.19 2.29 2.08 -21.1 -0.417 18.78 19.30 03a59836o0922o
59843.017387  16.880  0.024   643   15 o  0   1.72  94.91624 -24.69652  6750.43  6170.72 2.36 2.01 -42.0 -0.428 19.42 20.76 03a59843o0423o
59843.021118  16.960  0.025   597   15 o  0   1.56  94.91624 -24.69652  6730.69  6134.42 2.35 2.05 -42.5 -0.428 19.43 20.75 03a59843o0431o
59843.026535  17.074  0.030   538   16 o  0   1.05  94.91624 -24.69652  6788.05  6209.79 2.44 2.13 -41.6 -0.418 19.39 20.81 03a59843o0443o
59843.037900  17.257  0.031   454   14 o  0   1.25  94.91624 -24.69652  6814.14  6091.13 2.36 2.07 -45.2 -0.427 19.46 20.85 03a59843o0468o
59843.101745  16.657  0.019   789   15 o  0   1.64  94.91624 -24.69652  6773.60  6146.90 2.17 2.05 -42.2 -0.460 19.66 21.13 03a59843o0601o
59844.114569  17.453  0.048   379   18 c  0   0.99  94.91624 -24.69652  6740.40  6168.46 2.48 2.25 -40.5 -0.420 19.03 21.52 03a59844o0733c
59844.124449  17.635  0.057   321   18 c  0   1.45  94.91624 -24.69652  6719.87  6130.08 2.61 2.38 -36.5 -0.406 18.95 21.65 03a59844o0753c
59844.127602  17.645  0.061   318   19 c  0   1.22  94.91624 -24.69652  6775.97  6209.54 2.56 2.31 -42.7 -0.407 18.99 21.61 03a59844o0760c
59844.130706  17.401  0.053   398   21 c  0   0.96  94.91624 -24.69652  6797.87  6095.20 2.56 2.29 -38.7 -0.410 19.00 21.56 03a59844o0766c
59846.366380  16.695  0.018   762   14 o  0   2.81  94.91624 -24.69652  4928.99  6297.37 2.26 1.99 -79.9 -0.401 19.38 20.86 04a59846o0725o
59846.376560  16.757  0.022   720   16 o  0   1.48  94.91624 -24.69652  4914.02  6259.06 2.30 2.00 -85.6 -0.405 19.40 20.91 04a59846o0746o
59846.379559  16.768  0.020   713   14 o  0   1.55  94.91624 -24.69652  4972.54  6336.41 2.19 1.87 -84.4 -0.411 19.46 20.88 04a59846o0752o
59846.382723  16.816  0.021   682   14 o  0   1.65  94.91624 -24.69652  4993.06  6220.58 2.12 1.87 -84.4 -0.422 19.45 20.82 04a59846o0759o
59851.088253  17.311  0.030   432   13 c  0   1.40  94.91624 -24.69652  8151.43  2612.47 2.28 2.10 -46.2 -0.428 19.55 21.21 03a59851o0773c
59851.090055  17.414  0.031   393   12 c  0   1.35  94.91624 -24.69652  8133.99  2572.73 2.28 2.08 -48.3 -0.425 19.67 21.33 03a59851o0777c
59851.096028  17.514  0.030   358   11 c  0   2.49  94.91624 -24.69652  8191.13  2649.87 2.32 2.09 -50.6 -0.418 19.26 20.93 03a59851o0790c
59851.111352  17.494  0.030   365   11 c  0   1.58  94.91624 -24.69652  8210.37  2537.70 2.29 2.11 -46.9 -0.423 19.71 21.38 03a59851o0823c
59853.324594  16.554  0.021   868   18 o  0   3.02  94.91624 -24.69652  9305.65   430.71 2.59 2.02 -30.7 -0.428 19.47 20.68 04a59853o0722o
59853.327297  16.616  0.023   820   19 o  0   1.89  94.91624 -24.69652  9287.48   391.77 2.61 2.02 -34.9 -0.419 19.43 20.68 04a59853o0728o
59853.333189  16.573  0.020   853   17 o  0   2.70  94.91624 -24.69652  9345.07   469.48 2.65 2.08 -32.3 -0.419 19.49 20.75 04a59853o0741o
59853.338393  16.603  0.022   829   18 o  0   2.21  94.91624 -24.69652  9368.62   350.69 2.60 2.04 -30.7 -0.422 19.46 20.76 04a59853o0751o
59854.366374  16.915  0.028   622   18 o  0   1.76  94.91624 -24.69652  9322.41   432.04 2.54 2.03 -29.7 -0.431 19.60 20.94 04a59854o0821o
59854.375375  16.810  0.024   685   16 o  0   2.49  94.91624 -24.69652  9311.28   392.62 2.60 2.11 -30.9 -0.415 19.59 20.92 04a59854o0838o
59854.382272  16.645  0.024   798   19 o  0   1.61  94.91624 -24.69652  9372.02   468.77 2.56 2.11 -29.1 -0.428 19.43 20.61 04a59854o0850o
59854.387901  16.769  0.031   712   22 o  0   1.87  94.91624 -24.69652  9398.17   350.14 2.69 2.13 -24.8 -0.407 19.09 19.93 04a59854o0860o
59855.087753  17.538  0.032   351   11 c  0   1.13  94.91624 -24.69652  8157.39  2611.57 2.28 2.09 -51.5 -0.420 19.86 21.67 03a59855o0750c
59855.090909  17.456  0.028   378   10 c  0   1.73  94.91624 -24.69652  8138.76  2573.58 2.36 2.12 -52.5 -0.420 19.81 21.69 03a59855o0757c
59855.117453  17.131  0.022   510   11 c  0   1.71  94.91624 -24.69652  8192.16  2652.55 2.43 2.17 -54.0 -0.415 19.79 21.69 03a59855o0809c
59855.120607  17.113  0.022   519   11 c  0   1.48  94.91624 -24.69652  8213.27  2538.88 2.43 2.20 -51.8 -0.409 19.76 21.66 03a59855o0816c
59856.036440  17.741  0.045   291   13 c  0   1.21  94.91624 -24.69652   984.77  8221.51 2.88 2.50 -41.1 -0.375 19.55 21.40 03a59856o0637c
59856.039595  17.642  0.036   319   11 c  0   1.27  94.91624 -24.69652   965.62  8182.69 2.90 2.54 -38.4 -0.375 19.58 21.45 03a59856o0644c
59856.045020  17.647  0.038   317   12 c  0   1.20  94.91624 -24.69652  1021.74  8262.84 2.97 2.60 -40.3 -0.369 19.61 21.48 03a59856o0656c
59856.055499  17.426  0.031   389   12 c  0   1.17  94.91624 -24.69652  1044.44  8144.91 2.72 2.38 -40.1 -0.378 19.68 21.49 03a59856o0679c
59858.254615  16.659  0.030   788   24 o  0   1.04  94.91624 -24.69652   318.92  4413.75 2.41 1.87  47.9 -0.380 18.88 19.60 04a59858o0571o
59858.257777  16.709  0.035   752   26 o  0   0.73  94.91624 -24.69652   299.07  4373.91 2.45 1.88  48.3 -0.374 18.89 19.65 04a59858o0578o
59858.258689  16.624  0.030   814   25 o  0   1.63  94.91624 -24.69652 10239.94  4406.66 2.69 1.91 -20.4 -0.386 18.81 19.46 04a59858o0580o
59858.261848  16.673  0.031   778   24 o  0   1.40  94.91624 -24.69652 10220.66  4368.07 2.71 1.95 -23.3 -0.378 18.80 19.51 04a59858o0587o
59858.263661  16.669  0.028   780   22 o  0   2.14  94.91624 -24.69652   357.36  4452.68 2.32 1.89  49.4 -0.377 18.93 19.68 04a59858o0591o
59858.267275  16.726  0.035   741   26 o  0   1.38  94.91624 -24.69652 10277.93  4445.32 2.55 2.14 -15.4 -0.388 18.87 19.56 04a59858o0599o
59858.274082  16.666  0.026   783   20 o  0   1.28  94.91624 -24.69652   375.58  4336.81 2.33 1.82  52.1 -0.376 19.00 19.77 04a59858o0614o
59858.277254  16.651  0.027   794   21 o  0   2.82  94.91624 -24.69652 10296.69  4329.02 2.41 2.11 -15.8 -0.400 18.97 19.66 04a59858o0621o
59859.014372  16.820  0.152   679  104 o  0   1.04  94.91624 -24.69652   977.21  8227.67 2.87 2.47 -52.3 -0.372 16.82 17.04 03a59859o0547o
59859.017528  16.861  0.050   654   33 o  0   1.35  94.91624 -24.69652   960.29  8186.63 2.70 2.31 -50.9 -0.377 18.42 19.03 03a59859o0554o
59859.029487  16.888  0.034   638   22 o  0   1.22  94.91624 -24.69652  1014.68  8264.83 2.73 2.29 -53.0 -0.382 18.91 19.61 03a59859o0580o
59859.035359  17.002  0.039   574   22 o  0   1.04  94.91624 -24.69652  1037.39  8147.84 2.67 2.29 -54.6 -0.373 18.94 19.64 03a59859o0593o
59860.075060  16.638  0.025   804   20 o  0   1.70  94.91624 -24.69652   956.71  8223.17 2.48 2.14 -50.6 -0.377 19.04 19.64 03a59860o0723o
59860.078217  16.659  0.025   788   20 o  0   1.54  94.91624 -24.69652   936.96  8184.01 2.46 2.10 -49.7 -0.375 19.03 19.64 03a59860o0730o
59860.081827  16.668  0.027   781   21 o  0   1.86  94.91624 -24.69652   993.54  8263.33 2.42 2.05 -51.9 -0.388 19.07 19.66 03a59860o0738o
59860.087246  16.704  0.027   756   20 o  0   1.21  94.91624 -24.69652  1015.53  8147.74 2.51 2.17 -36.1 -0.371 19.04 19.70 03a59860o0750o
59862.337698  16.698  0.034   760   26 o  0   1.25  94.91624 -24.69652   334.16  4406.61 2.48 1.94  49.7 -0.365 18.65 18.99 04a59862o0750o
59862.341441  16.779  0.042   706   30 o  0   1.71  94.91624 -24.69652   317.58  4365.85 2.49 2.03  51.4 -0.370 18.42 18.76 04a59862o0757o
59862.345044  16.649  0.045   795   36 o  0   0.78  94.91624 -24.69652   378.06  4443.37 2.36 1.94  51.6 -0.393 18.60 18.89 04a59862o0765o
59862.349532  16.746  0.038   727   28 o  0   1.59  94.91624 -24.69652 10251.99  4410.06 2.91 2.13 -19.0 -0.366 18.55 19.06 04a59862o0774o
59862.352396  16.734  0.037   735   27 o  0   1.23  94.91624 -24.69652   400.70  4327.68 2.35 1.87  52.8 -0.374 18.68 19.06 04a59862o0779o
59862.352847  16.691  0.038   765   29 o  0   1.24  94.91624 -24.69652 10234.28  4371.12 2.68 2.01 -19.2 -0.383 18.72 19.10 04a59862o0780o
59862.358661  16.704  0.037   756   28 o  0   1.31  94.91624 -24.69652 10297.57  4447.90 2.73 2.31 -13.4 -0.358 18.62 19.10 04a59862o0791o
59862.364191  16.669  0.038   781   30 o  0   0.95  94.91624 -24.69652 10320.86  4330.71 2.98 2.19 -23.2 -0.370 18.62 19.13 04a59862o0802o
59866.310499  16.758  0.025   719   18 o  0   2.00  94.91624 -24.69652   184.81  2456.26 2.36 1.69  44.5 -0.416 19.08 19.77 04a59866o0695o
